_id,reviewText,PREDICTED_COMPATIBILITY,CORRECT
57291d4c507c69054da8ee00,"Pretty neat, except that shows aren't synchronised across devices I really like SeriesGuide and I recognise it has gotten better lately, but I still miss the show sync-ing across my two devices. It sucks that when I start \"following\" a slow on my tablet, it doesn't get tracked by my phone. I've of course linked both to my Trackt account!",1,1
572910d5507c69054da8e192,FUZZY PICKLES! This live wallpaper app is my favorite so far. Sooo many wallpapers to choose from that are all groovy! It would be also awesome if u groovy guys made mother 3 live wallpapers too. : ),0,1
57291ece507c69054da8efa1,Very good. But nexus 5 stock marshmallow. Crash on zoom and pan images. Other wise 4 stars.,1,1
5789483a819cb706b00a7648,Power-intensive 12mAh Power-intensive 12mAh,0,1
57291482507c69054da8e594,Found a bug I recently fought with the goo.When I fought him/it I got the chaotic ooze.I ignored it went to next level.I found that chaotic oooze was never wearing off.I drank health potion and ate food and it still never came off so I bought an ankh as a last resort,0,1
5729be6e507c690b8e0bd252,Please fix this Love the app but why can i should i have to sacrifice the clock and other basic lock screen items for a widget wgy cant i have the clock displayed and the widget below it. And there is a glitch or maybe its purposely if u double press the home key (i guess it works only in phones with a solid home key like samsung not the touch) your this will bypass the ac display.i.e. if no security is enabled (e.g.pattern) u can unlock your phone by double pressing the home key instead of swiping,1,1
5729187e507c69054da8e937,"Very Good Amazing secure messaging system, great notification system. The only thing I would ask for is more colors for contacts or be able to theme it all a universal color.",0,1
57291452507c69054da8e569,Grega Love the game graphics are ok and well balanced :-) .,0,1
57291014507c69054da8e0a2,"Great App! But can you PLZ FIX THIS 1 THING I created custom notifications under \"KEY PHRASES\", but every time I close, and re-open the app, it loads all the \"DELETED KEY PHRASES\", and overwrites the current setup. Other than that, it works perfectly for me. Please fix that one thing. Thx in advance _ÙÔç",1,0
57291c1f507c69054da8ecc1,"Very Nice! AntennaPod just works, unlike most other Android apps I've tried and deleted. So many Android apps miss the mark set by their iOS counterparts, but AntennaPod is a keeper.",0,1
572919e7507c69054da8ea86,Fix it Tnx for new updates. But it would be greate if we could chang the color of a word when we select it on the back of the card. Some words are important when we are reviewing. Its simple in pc but there is no option in the app,1,0
5729113d507c69054da8e228,Love this These wallpapers really bring me back to the year 199X. Have had this on my phone for months and I still love it! Thanks for making this!,0,1
57291949507c69054da8e9ea,10/10 Very useful - much higher security and privacy than SMS and I rarely encounter any problems. Very occasionally the app freezes when I try to make a call on it and has to be manually restarted (Galaxy S3). Please add group sms,1,1
57894c6a819cb706b00a7aa2,Please add more features. I will give five stars if you add more features in this app,0,1
572919ce507c69054da8ea62,cant reverse cards. wierd review limits there doesnt seem to be away of flipping cards so makes study just one way. also i dont like that i cant review same feck more than once without having to do complicated timers. developers over thought this made it too difficult to use,1,0
57893e1d819cb7066ab40229,Coo killer I love it!!,0,1
572915d2507c69054da8e626,Very good,0,1
57291449507c69054da8e55f,"Fun Retro Dungeon Crawler A little difficult, but addictive when you're determine. Straight forward arcade game where you must survive to find the treasure deep underground. Best part, no hidden burdens like adware and nagware.",0,1
57290f21507c69054da8dfbd,"Good, but needs update I liked this reader a while back, but since I started managing my files via Google Drive rather than transferring files back and forth to the SD Card I noticed that this app does not work. It needs to register a URL handler for .cbz and .cbr files. For now I uninstalled and switched to Perfect Viewer.",1,1
5729bdaf507c690b8e0bd1af,Almost perfect but lacks 2 main features. It's a really good text editor. Simple and beautiful. Need some fixations. 1. Manual saving directories. 2. It's main page during opening of app should be replaced by opening new note directly for a fast access so that a new note can be written fastly. Otherwise it is almost a perfect app.,1,0
5729bdc5507c690b8e0bd1ce,"No file save dialog, have to type it No options, font size etc. More to complain about!",0,1
57291dc0507c69054da8ee64,Fantastic way to view wallpaper! I've been using this app for over 2 years on Samsung and Motorola devices with absolutely no problems. Just remember to configure Your launcher (I use Nova Prime) to Muzei so all you have to do is double tap your screen to change images or adjust your settings. This app allows lots of customization options. Muzei also has endless extensions so you will never be bored with the same old photos again. I've experienced no major battery drain and no bugs. Highly recommended!,1,1
57291d8f507c69054da8ee26,"Bad positioning I would've given it 5 stars but the dealbreaker is that on my nexus 6p, the wallpaper zooms in and crops itself towards the right covering 2/5 of then beautiful images.",1,1
5729125b507c69054da8e393,Nice one,0,1
572912a7507c69054da8e3dd,Not working on android lollipop Please fix this. Pictures are not loading in home screen.,1,1
5729114c507c69054da8e23d,"Awesome It runs flawlessly and it's always amusing to watch. But please add in Heavily Armed Pokey's sprite. Oh, and yes Mother 3 wallpapers would be excellent.",1,0
57291062507c69054da8e0f2,This is the best i have ever seen,0,1
5729befa507c690b8e0bd2f5,Lacks security but still pretty awesome Everything about it is great just throw in a couple of security features maybe fingerprint support and it will be perfect,1,1
57291245507c69054da8e379,"One problem though I love this app. I have tried other wallpaper changing apps but this one is just perfect for me.... Well, almost... I don't understand why but it refuses to show up in my apps list. I have to really dig into my settings and systems to activate it. Can the developers do something about this issue, please?",0,1
57290ec4507c69054da8df7e,Doesn't work Could not find comics on Droid razr m sd card,1,1
57290dd2507c69054da8de77,Used to work Worked perfectly on my galaxy s4 but a third of the comic page not visible now with galaxy S5 Active,1,1
5729bf72507c690b8e0bd36d,not working automatically after screen off we need to replacement lock screen like glance plus,1,0
5729117b507c69054da8e26c,Good apps.,0,1
5729c3e8507c690b8e0bd87f,Very impressive!!!!,0,1
57291e82507c69054da8ef19,Crashed! Not able to download even single wallpaper!,0,1
57895019819cb706e9239767,"Why adb not working on marshmallow When I fire adb on marshmallow,it is saying that, adb not found. Does adb tool removed in marshmallow??",1,1
572918c9507c69054da8e983,Need to be developed Slow messaging app. I can't know if it's delivered or seen. This is so much bad!!!,0,1
57291a3e507c69054da8eae8,Best app of its kind Thanks dev team!,0,1
572914b2507c69054da8e5bc,"New take on dungeon crawling Spent lots of time playing. Well made and has a few really cool features, like the random scrolls and potions.",0,1
57894c00819cb706b00a7a3e,This app is freaking awesome,0,1
572911c3507c69054da8e2d9,"I had this plus Nova launcher on my Note 2, which was 2 years old; it worked well except sometimes the picture wouldn't change worth wallpaper scrolling. Now I have a brand new Note 5 and the pictures not changing with wallpaper scrolling on Nova launcher is more frequent than my Note 2. Of course this could be Samsung's fault or Nova's fault, it makrs me give 4 stars instead of 5.",1,1
572919d2507c69054da8ea63,"Omg it actually worked as expected I've downloaded and paid for various apps only to find it was hard if not impossible just to do simple things like I don't know, create my own flash cards . Other apps are built around only downloading someone else's card deck. Finally!",0,1
572916ca507c69054da8e760,great app but.. it took be about a week to figure out how to open up the menu on the device..ugh,0,1
572915d6507c69054da8e62a,New bug? Working fine for years. Literally. Recently just changed phone to Nexus 6p. Now Everytime I charge. When it hits 100% it still shows 1 minute until charged. No matter how long I leave it for.,1,1
5729186e507c69054da8e929,"Best Just a great app, dark mode is amazing, plus extra log in and so quick, group chats with naming, and that end to end encryption. Just a great app, stop using your standard messaging application!",1,0
578940c3819cb7066ab404b8,Doesn't work. I have root. App doesn't believe. Waste of money.,0,1
5789379e819cb7066ab3fb2e,Nice garrantee to work NOTE 5 No need to use different browser. Doesnt work on chrome. Itbtake a while to load a page but not too laggy.,1,1
5729be8e507c690b8e0bd27d,"Not able to uninstall When I try to uninstall, it doesn't let me. I found that it needs to be unchecked from device administrator, when I try that it just kicks me out of the settings. Emailed this guys for support before posting this review and waited for a week for the reply but no response. Very disappointed.",0,1
5729c1f6507c690b8e0bd5e0,Excellent and simple ssh client. New version even better now it has arrow keys! I have used this for years multiple times a week and would not change a thing.,1,0
57291d54507c69054da8ee0c,Font too small What's up with the update? Why did we need the font to shrink?,0,1
5729c398507c690b8e0bd7e6,Can not paste text. Really frustrated typing commands.,0,1
57894c48819cb706b00a7a75,"On Marshmallow, the screen is buggy and sometimes shows the notification shade.",1,1
5729c28b507c690b8e0bd674,need update Weather extension is not show the current temp anymore,0,1
572910ee507c69054da8e1c0,Best wallpaper app ever! I was actually looking for something else when I stumbled upon this! Its the best wall paper app I've ever seen. And it works perfectly. This is something a true earthbound fan would love. Thank you!,0,1
57290e88507c69054da8df47,"Not bad but crashes far too much Using it on my droid x, s3, note 2, xoom, and nexus 10. Crashes a lot when reading comics. Perfect viewer works flawlessly",1,1
57894bb4819cb706b00a79dd,"Best notification displaying app available. I'd like to see the lock screen feature work with fingerprint reader supported devices like the Nexus 6p, etc.",1,1
5729be52507c690b8e0bd24b,"Look cute Please upgrade more, add \"quote tweet and dm group\" just like twitter.",0,1
5729bf09507c690b8e0bd30a,"Amazing app I love this app the only problem is, it takes much RAM. Even recommended this to my friends and they loved it. Thumbs up!",1,0
57290f3d507c69054da8dfd1,"S'ok Randomly crashes saying it cant load a page. Then it will say \"\"\"\"\"\"\"\"this generally...\"\"\"\"\"\"\"\" and thats it.",0,1
57290ff2507c69054da8e07c,"It works flawlessly. It's probably the best. (note: I have upgraded my review from 4 to 5 stars, because the data consumption has been improved).",1,0
5729be76507c690b8e0bd25e,Doesn't work,0,1
572911e7507c69054da8e304,Did not work. Galaxy S3. Did not work no matter the settings. Great concept..,1,1
5729c0b5507c690b8e0bd455,Excellent,0,1
57291e8f507c69054da8ef33,"It Must Be Lonely At The Top Nothing else in the category of wallpaper apps can compare to Wally. To spend time looking for a better choice would be a waste of time, you've already found the best!",0,1
57290f04507c69054da8dfa3,My nexus 7 is more also showing out of memory :(,1,1
578937bc819cb7066ab3fb56,The Ad-blocker that works w/o hurting performance It just works. Ironically the Adblock Plus add-on for the Samsung Internet Browser actually blocks ads and performs far better than the extension for Firefox for Android Browser.,1,1
57894c55819cb706b00a7a86,Notification panel stays down after waking up the phone! Its like i pull down the notification panel and i lock the phone...and when i unlock it the notification panel still stays as it is.... down on the lockscreen! Which actually negates the base of a lockscreen whatsoever! Fix this issue anyhow!,0,1
57893c52819cb7066ab4003b,I loved it on my old phone Apparently doesn't work for Samsung Galaxy 6 :(,1,1
57893e6d819cb7066ab4028c,Really amazing game Please i know you may be busy but make a 2.0 update!!!,0,1
57291be8507c69054da8ec6e,Best podcast app Only one you'll need,0,1
5729c1ff507c690b8e0bd5f0,"Can't use latest version I used to love this app, but installed the latest version on my new Galaxy 6 and can't use it because it won't let me navigate the filesystem to import a key.",1,1
5729bd86507c690b8e0bd17d,My go-to app for quick and efficient code editing. The perfect way to update HTML and other code projects. Support the developer with the pro version.,0,1
57290d94507c69054da8de23,"Become completely glitchy after the third comic i read. Too bad, i love the simplicity and it do the job without useless options.",0,1
572911ae507c69054da8e2c2,Doesn't work This doesn't work for Samsung Galaxy S5,1,1
57894841819cb706b00a7654,Love this app butttt.... It would be great if we had an option to un blur it on the home or lock screen!,0,1
57291d4f507c69054da8ee04,"Spoiler button Can you enable the option that prevents us to read the other episode's synopsis? Sometimes i wanna check other episode's title but i end up reading the synopsis which can be spoilery which is annoying because i haven't watched the previous one. As an example, i have watched episode 2, but the option will prevent me to read episode 4 while it's okay to read episode 3",1,0
57290def507c69054da8dea2,half of the screen is messed up plus takes so much time to move from one page to next...,1,0
57291ba4507c69054da8ec17,Truly deserving of 5 stars,0,1
57291d96507c69054da8ee2f,Not working on marshmallow This used to work great but since upgrading to marshmallow it won't auto cycle through new wallpapers on multiple different extensions. It's stuck until I open the app or reinstall the extensions.,1,1
5729c101507c690b8e0bd4cb,"Pls add music player & image viewer Like ES explorer, and Amaze would be complete but without any bloatware",0,1
57894bf8819cb706b00a7a34,"I like the app, but It brings up the \"use fingerprint because security policy\" thing sometimes. If you can get it to turn the screen off by root or something (or however you can fix this) 5 stars",1,1
57291467507c69054da8e57f,Keep freezing at the second boss It's OK but food management is a pain and doesn't really add anything and dungeons too small to give decent chances of OK kit by the boss levels. May try some of the variants :-),0,1
57290f47507c69054da8dfde,Fail Does not read from sd card even after mounted. Reads from internal memory only. Droid x2,1,1
57894bdc819cb706b00a7a0f,"Could had been 5 stars I would had rated this 5 stars if it wasn't for the fact that I can't put in a custom widget (which was probably the main reason why I was excited for this app). I was able to have it actually work once, but it was also the last. It could had been better if it had its own passcode options. It's such a disappointment that I don't see any solutions yet.",0,1
5729be71507c690b8e0bd259,Nice but some remarks I have an s6 and sometimes when I click on the notification bubble in acdisplay it stays blank which is annoying. Would be nice to be able to use my fingerprint reader as well. Awesome app tho! Would recommend.,1,1
57290ff7507c69054da8e086,Any known issues with Android 6? I just upgraded to huwei nexus 6p can't connect to my xmpp account. Same settings working fine on older lg g1 phone. Any help to debug is appreciated,1,1
57291620507c69054da8e6a1,Update for Lollipop Needed White text on white background is a no no,1,1
57291264507c69054da8e39e,Russ Doesn't work on my Samsung s4,1,1
5729172e507c69054da8e7bc,"Slow crashes, while I'm texting it's very slow to start.",0,1
5789481e819cb706b00a762f,"Update: App not functioning properly since Marshmallow update. Musei splash screen stutters at the Activate screen and does not apply the wallpaper setting. Previously: Love this app, but we seriously need multiselect for adding our own photos from the gallery.",1,1
5729be01507c690b8e0bd1f1,I love that you guys provided the source code for budding coders to use.,0,1
5729c280507c690b8e0bd65b,Yahoo weather stopped working Yahoo changed their API and now it's not working,0,1
572911c7507c69054da8e2e3,Still one problem Not working for lock screen of galaxy s5,1,1
57291198507c69054da8e2a3,Kavin Around more than a year i was using this app. Now my HTC desire eye was updated to lollipop now the individual home screen cant set with different images. Try to fix it.,1,1
57291ed4507c69054da8efaa,In one Word THE BEST Great app..,0,1
5729c44d507c690b8e0bd91e,Great! The key combo shortcuts are clever.,1,0
5729c461507c690b8e0bd929,"Great app. I have been using this app since cupcake...that's right, I've been using android since then...anyways it's a great app specially on a tablet. The only minor request I have from the developers is to include support for immersive mode to hide the navigation keys at the bottom as well.",1,1
57291dfb507c69054da8eea4,No auto update of wallpapers Loved this app with the bing wallpapers add on but now on my nexus 6p the wallpapers do not update automatically. _Ù÷Ó,1,1
57291b9c507c69054da8ec05,"Addictive! I have this on my tablet and am adding it to my phone. A nice range of challenging puzzles to engage your brain and no ridiculous, flashing nonsense or insufferable adverts. If this had initially been on a free trial basis I'd pay to keep it.",1,1
57291197507c69054da8e2a1,Asus ZENBOOK 8.0 When turning the screen the picture won't move or change! Worked fine on other devices but doesn't work at all with Asus new line of tablets. Please fix!!!,1,1
57894f96819cb706e92396c1,Open Source AND Ad Free! Great system monitor. Plus points in my book for being open source and ad free!,1,0
572919e9507c69054da8ea89,A LIFE CHANGER !! I can tell that this is the most important app I have on my tablet ....and the new UI made it even cooler ...thank you,1,0
5729144f507c69054da8e567,I love this game but can you make armor and weapons undegrading and allow multiplayer,0,1
5729be11507c690b8e0bd210,"Not good enough Didn't play videos, shows only one picture of a tweet that contains more than one picture.",0,1
5729c00c507c690b8e0bd3f3,Best lockscreen available,0,1
57291d54507c69054da8ee0a,Used to be amazing but as of recently whenever I try to add a new show it always fails,0,1
5729179f507c69054da8e83c,Excellent Very good,0,1
57290fe8507c69054da8e06e,Account not adding In lollipop version account not adding when im clicking the option my play store automatically open and sayd download this app ..... Plz fix it,1,1
5729befa507c690b8e0bd2f6,U just need to add more lock security then it would be perfect,0,1
578937a6819cb7066ab3fb35,Works but my phone got slow,0,1
5729158b507c69054da8e5ff,"It's not something you want to get bored off Just asthe title said, really immersive and fun, that you'll want to play again, again, and again.",0,1
57893e40819cb7066ab40255,"Cannot save progress The overall gameplay is amazing but being unable to save progress is seriously frustrating. Because when you die, you have to start all over again. What a shame! Having no option to save does not make this game more challenging for me, it only makes it more ennoying and makes me want to throw your game away and play another.",0,1
57291aee507c69054da8eb7b,"Useful to keep track Hopefully when you enter to report section and select, let's say clothing, all the expenses related to clothing show up. Like a filter.",0,1
57291818507c69054da8e8d4,Very good Needs an update plz and customer support needs to reply to me,0,1
572911e9507c69054da8e309,_ÙÔÎExcellent app but consumes too much battery _Ù÷© Live multiwallpaper changer,0,1
5729c245507c690b8e0bd610,Okay New meta key bar is too transparent and not very tall. Could use improvement.,1,0
572919d9507c69054da8ea6f,"Time consuming , and very confusing! There are a lot of buttons that are labeled like jargons for aliens, please make it simpler :3",0,1
57291026507c69054da8e0b4,"It doesn't seen to be connecting. Help, why does it not connect to online, it gives me an authorization error",0,1
57291f64507c69054da8f012,Needs more categorization options.,0,1
572911ac507c69054da8e2c0,piece of garbadge doesnt work on my nexus 5,1,1
57291e19507c69054da8eec2,Good Great app but Double tap to remove Blur doesn't work on my Galaxy A8 Touchwiz,1,1
57291fc0507c69054da8f02f,Awesome Beautifully done awesome picture that fills your whole screen super quality resolution Highly recommend it,0,1
57291d9a507c69054da8ee38,Can you support daydream??,0,1
57290d91507c69054da8de1c,Not for marshmallow Can't access SD card for marshmallow.,1,1
572919b0507c69054da8ea3a,"Excessively complicated and not user-friendly. I will continue to use this app due to the fact that I really like the cards. The cards themselves are easy to make and are simple. The app on the other hand is overly complicated and it takes too long to learn how to use it properly. There should be a \"simple\" option where you just make cards and can review them whenever you want, then have all the complicated features be optional.",1,0
572912d2507c69054da8e407,"Doesn't work Won't let me choose a picture. \"picture not available\". Reset data a couple times, can't do anything.",0,1
57894baa819cb706b00a79cd,"Awesome Really love it looks beautiful, it would be perfect if I can put a pattern or pin with the app instead of the built in lock but it's still great",0,1
57290def507c69054da8dea1,"Great app, except for with CBR On most CBR files, it'll throw an error about being out of memory. Doesn't matter if you're on a device with 512mb, or 2gb of RAM, and will always do it on the same pages. Open it up in another reader, on the same device, zero problems. Long time user, but this has just got to be too much.",1,2
57894a93819cb706b00a78ec,"Freezing issues On my phone (Galaxy S3 neo) it is unusable due to frequent short freezes. Also, the keyboard's spell check feature cannot be enabled whereas the (for me useless) syntax highlighting cannot be turned off.",1,1
57290fca507c69054da8e057,No themes?? What? No themes?? I want a black theme like the pc browser!!! :(,0,1
572919e5507c69054da8ea84,"Disappointing I had high hopes for this app to learn Spanish. But extremely time-consuming and confusing to learn how to use. Terminology used is unclear, not user-friendly. Ex.: 'study' would be more clear, obvious and accurate than 'review'. Review means to see again. It implies the material has been seen before and is a more cursory exposure to the material. I also can't remember where various features are: must search endlessly. Too complicated to learn. Descriptions too technical,nerdy.Optional pop-ups would help.",0,1
57291274507c69054da8e3b0,Dont work Crappy app on my note 3,1,1
572911b4507c69054da8e2cb,Galaxy s4 Does not work for individual pictures on each page.,1,1
57291fbe507c69054da8f02c,Nice Downloaded some wonderful wallpapers unto my phone. Kudos to the developer :),0,1
57291639507c69054da8e6af,"Great application! For Lollipop & below, wish it was updated to work on Marshmallow tho. Still 5 star even though I can't use it",1,1
572910f2507c69054da8e1c7,Love earthbound. This is great,0,1
57291ec4507c69054da8ef92,Marshmallow Love this app but it crashes a LOT on marshmallow,1,1
5729195e507c69054da8e9f9,"Not intuitive at all Great note card app, but it literally takes hours to learn how to use. Not intuitive at all",1,0
57291e82507c69054da8ef1b,Unfortunately wally Has stopped Unable to use it. Please fix the issues.,0,1
5729c0e2507c690b8e0bd4a7,I loved it Very sweet.,0,1
5729c020507c690b8e0bd403,It won't go away! I can not remove from my phone and since I downloaded it my phone has not worked right at all,0,1
57894848819cb706b00a7660,"Good wallpaper I like this idea, and app in general, but after being used for a long time, this starts using up a lot of ram, and although it doesn't effect performance for me yet, I get put off from using it for that reason.",1,0
5729c0b9507c690b8e0bd460,Really good until.... It was working great until marshmallow update and now won't read sd card ..... _Ù÷¢ still a good internal file manager,1,1
57291afd507c69054da8eb8a,"It's great... But Why is it that when I am entering a transaction, all fields gets populated first, but when I want to enter a new Note then all the previous fields get wiped off and I have to really enter them? Note should be a free text without any link to the rest of the fields in the transaction.",1,0
5729c3a4507c690b8e0bd802,Great tool Good one,0,1
572911c5507c69054da8e2dd,don't work on samsung launches can't transition the image when switch page,1,1
57291bfe507c69054da8ec8e,"Great Podcast App Simple to use, nice clean interface, great app.",0,1
57291aab507c69054da8eb43,Search Search option for the past transactions will be awesome.,0,1
57291790507c69054da8e828,They really took the encrypted messenger concept and made it completely user friendly. Elegant work!,0,1
57290fad507c69054da8e02a,Privacy Great search engine,0,1
57290d9c507c69054da8de2f,SD Card Doesn't see the memory card where comics are stored so useless to me.,1,1
572919c0507c69054da8ea54,Sophisticated computer flash card program,1,0
5729c3be507c690b8e0bd834,Refuses to let me paste most things! As the title says. Can't even paste plaintext from code snippets in forums and the likes.,0,1
5729be73507c690b8e0bd25b,"Stop working This morning my acdisplay suddenly stop working, I tried to uninstall n reinstall agn. I even try to turn off every security",0,1
5729146c507c69054da8e585,"Fun Roguelike game Roguelikes aren't for everyone, but if you're looking for one to play on your phone, this is a great one. It's not as kitchen-sinky as Nethack, but it'll do.",0,1
57894814819cb706b00a761c,Love it but Love my ever changing wallpapers. But can't seem to figure out how to centre the image if I've only got one home screen. I end up seeing just the left side of all my images.,0,1
57291639507c69054da8e6b0,Doesn‰Ûªt work anymore No go for S6 or S7,1,1
578945c5819cb706b00a733e,My favorite tablet app I love this on my galaxy tab. I use it on my phone as well. No ads is awesome,1,1
572913c6507c69054da8e4ef,"Amazing is an understatement I got my phone in 2012 and downloaded this game, to this day I still play, very much worth the download",0,1
57291ddb507c69054da8ee82,"Art? I'm not sure if this is a good idea for mobile devices. Its functionality of changing the wallpaper at different intervals is handy, but ultimately not a tool that's needed. The art focus isn't the best way to market this app.",0,1
