_id,reviewText,PREDICTED_RESOURCES,CORRECT
57291108507c69054da8e1e5,"Awesomeness This is definitely worth the download. I also prefer to change the settings from \\\"\"\"\"\"\"\"\"\"\"\"\"\"smooth\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\" to \"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"fast\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\" because the sprites are ripped straight from earthbound.\"",1,0
57290d9c507c69054da8de2f,SD Card Doesn't see the memory card where comics are stored so useless to me.,1,1
5729bdaf507c690b8e0bd1af,Almost perfect but lacks 2 main features. It's a really good text editor. Simple and beautiful. Need some fixations. 1. Manual saving directories. 2. It's main page during opening of app should be replaced by opening new note directly for a fast access so that a new note can be written fastly. Otherwise it is almost a perfect app.,1,1
57291939507c69054da8e9da,Too slow,1,1
57291ab5507c69054da8eb4d,"Just what i needed! It's the best expense manager in play store! Readers, don't take this comment negatively. After update, Option for splitting a single expense amount from multiple accounts is gone. I need that feature. It was really helpful. Please bring it back!",0,1
572911cf507c69054da8e2ec,Galaxy S5 Doesn't work on S5 lollipop....very disappointing,0,1
57290f3d507c69054da8dfd1,"S'ok Randomly crashes saying it cant load a page. Then it will say \"\"\"\"\"\"\"\"this generally...\"\"\"\"\"\"\"\" and thats it.",0,1
5729172e507c69054da8e7bc,"Slow crashes, while I'm texting it's very slow to start.",1,1
57893aae819cb7066ab3fe1b,Handles multi-user chats (MUCs) and end-to-end message encryption (OTR) better than any chat app I've used on mobile.,0,1
5729172c507c69054da8e7b9,Best. Sms app. Ever,0,1
57291866507c69054da8e91f,Open Source Simply works,0,1
572915ea507c69054da8e657,"Well so far so good at this time I'm running to Battery Notifier apps to see which one is going to work for me we don't need all the bells and whistles just a basic battery alert app to signal me when my battery is low and needs to be charged,. S for my battery being fully charged well my charger takes care of that and automatically shuts off and just wanted to use my battery after it has fully charged it you guys out there are to get you a charger that does the same",1,1
572913fe507c69054da8e524,Highly addictive Fun to play and don't cost much space,1,1
57291798507c69054da8e836,Little quirky. Good,0,1
5729119b507c69054da8e2a5,Does what i actually wanted but... The transitions are always fade and this app crashes when i open an app that needs more cpu usage,1,1
572910e3507c69054da8e1aa,"Awesome! I can't believe this exists, but I sure am glad it does! Awesome work on this. I would recommend changing the scaling mode to Nearest Neighbor in the settings so the sprites don't look blurry. Great live wallpaper, lots of variety.",0,1
5729c2a4507c690b8e0bd692,"Awesome Great app, but i have a problem that its always showing that i have an SMS while i dont have any...is that fixable as its really annoying",0,1
5729c07e507c690b8e0bd432,"Good. It's clean and minimalistic, beautiful. But unfortunately, it is missing a lot of function. The media controls rarely work, wave to turn on is broken, and there is no option to enable quick settings on the lockscreen. Please fix! It's the best lockscreen out there!",0,1
5729108a507c69054da8e157,Not bad .... ;),0,1
57290f80507c69054da8dff2,Good but could use fixing After a while I get a lot of errors saying the app is out of memory which fix themselves erratically and unpredictably so I can never read many files at one go. Other than that I enjoy the app's clean interface and ease of use.,1,1
57291d9f507c69054da8ee3c,Huge data draining issue. I loved this app and have been using it for a year or two now. Unfortunately last night I ran into a HUGE issue where it consumed all 10gb of my mobile data plan over night. I'm now throttled to unbearably slow speeds with 3+ weeks left in my billing cycle. I can't risk encountering this bug again so unfortunately I'll need to uninstall this app.,1,1
57291a09507c69054da8eab1,"Fantastic, specially if you can use an existing deck Several decks are readily available, geography and language topics are well covered. The app allows to add simple text only card or make minor edits. For deck authoring you use a PC, sync and then study with the app. BTW, the app is just beautiful.",0,1
572911e9507c69054da8e309,_Ÿ‘ŒExcellent app but consumes too much battery _Ÿ˜© Live multiwallpaper changer,1,1
5729c377507c690b8e0bd77c,Not working It doesn't respond my commands,0,1
5729c03b507c690b8e0bd412,"It's s a good Idea... If the screen didn't go all white when you unlock wasting battery power and if the lockscreen did not switch on for no apparent reason every minute without any notifications wasting mammoth amounts of battery power this app would have worked. But no, it's a fail for me.",1,1
5729173a507c69054da8e7c7,"Used to be good, now lags for 5-10 seconds just opening up a conversation. And there's hardly more than 10 messages in each conversation! Not sure what happened between versions of this app, but it's gone downhill and regression bugs have popped up everywhere.",1,1
57290fa6507c69054da8e014,Does the job. Nice features and excellent search results. What more can you want.,0,1
572910c5507c69054da8e16e,Love Earthbound? Love this! High quality animation with low battery use. There's always a fun thing to see. Be careful of Gigyas! Any chance of a Mother 3 version?,1,1
57291ea3507c69054da8ef55,"Wallpaper App of Choice For a long time no had used one wallpaper app because...well...most of them were atrocious. Coming across Wally I thought \"Why not\"? Within the first day Wally became my wallpaper app of choice. Wally has a larger selection, better resolution on more images, and more selection on how the image is handled. For wallpaper apps, this is hands down my app of choice. Highly recommended!",0,1
57291458507c69054da8e56e,"\"Your 5 star rating has degraded from overuse.' Great game until item degradation was introduced. Now it's just an exercise of diminishing returns. The deeper the dungeon level, the stronger the mobs which requires a more upgraded weapon. The more upgraded a weapon, the faster it degrades. You'll quickly find your weapon broken and have no way to fix it since methods of repair are finite and monsters to fight aren't.",1,0
57291316507c69054da8e437,"Its great ever Using for last 2 years. Best app in the market, Lite in size, Fast.",1,1
57290f04507c69054da8dfa3,My nexus 7 is more also showing out of memory :(,1,1
57290f0e507c69054da8dfae,Great! Not perfect but still very good!,0,1
57291183507c69054da8e27f,It's got problems It freezes my LG G4 and I have to take out the battery to get it back to work. Can't even turn off the device holding the power button for no matter how long. Happens especially when I plug it into a charger.,1,1
5729c2d5507c690b8e0bd6c4,WE HAVE NO ROOT Get it through your heads!!!,0,1
5729c008507c690b8e0bd3ee,"The app is great, I admit it. Serving as a lock screen, you can't let those slick animations and cohesive design go without a pass. But behind its looks, it has its flaws. Please, Artem, PLEASE give AC Display the option to set a passcode lock, and also the option to set a custom wallpaper (black or home screen wallpaper gets a bit boring..)",0,1
57291639507c69054da8e6b0,Doesnâ€™t work anymore No go for S6 or S7,0,1
57291744507c69054da8e7d4,"Could be great, but.... Tends to crash almost every time I open a message, especially if it is a group message. Have not received all texts that I've been sent. Also, very laggy and slow at times. Has potential to be the best texting app on the market, but has to get these things fixed first.",1,1
572917f4507c69054da8e8af,pelease update this app,0,1
5729177b507c69054da8e809,"Too many flaws Too many undelivered messages without explanation. And what about when I have no data connection, shouldn't I be able to send regular text messages? Still too many rough edges in the latest version (May 2016).",0,1
572918c7507c69054da8e97f,Required for private communication,0,1
57290ea8507c69054da8df6a,Crap. Never opens any CBR file without a pop up that goes 'lack of memory' or anything else at least once.,1,1
5729146c507c69054da8e585,"Fun Roguelike game Roguelikes aren't for everyone, but if you're looking for one to play on your phone, this is a great one. It's not as kitchen-sinky as Nethack, but it'll do.",0,1
57894816819cb706b00a7620,"Lags down my system In idea this is a awesome app, but i've tried it on several phones and always the second result, it someone causes noticeable lag",1,1
57291eb7507c69054da8ef89,Great wallpapers,0,1
5729160d507c69054da8e685,Good simple app. I upgraded to the pro model but nothing changed.I'm not a complainer but i expect to receive what i buy.I'm not angry because maybe it was just an oversight.I just thought i would inform you in case it happen to someone else.The older model is still very good.Keep up the good work.,0,1
5729c424507c690b8e0bd8d7,"Cool One of the must have apps, but only for people who know what they are doing",0,1
572910fa507c69054da8e1d3,Favourite background As an Earthbound _ŸŒè fan I really love this background. It doesn't drain your battery _Ÿ”‹ and it still looks awesome. (Giygas one tho _Ÿ˜¨),1,1
57291db0507c69054da8ee4f,Works ok High battery drainage. Using htc one m7,1,1
5729c131507c690b8e0bd520,"Lightweight, functional and ad-free. UI size and layout isn't very customizable, but that isn't an issue for me.",1,1
578937a6819cb7066ab3fb35,Works but my phone got slow,1,1
5729bdb2507c690b8e0bd1b2,This app is very good but i cann't run the code how can i know if the code is not working so go back and make same changes thanks you will get 5 sters its very good app,0,1
572912f0507c69054da8e41c,So good Use all,0,1
572913a4507c69054da8e4cc,"Right now this game is Far to easy, item spawn rates are far to high. Also you should only be given 1 free food per five levels to make it more challenging. And item durability is terrible please remove it. BTW did you give up watabou? You haven't updated since December.",0,1
572917a6507c69054da8e84a,Simple & Fast No issues.,1,1
57291cc0507c69054da8ed88,"Stop scrobbling after 3-4 songs New app sucks, it stops scrobbling afteri played 3 or 4 songs, andit doesnt support jetaudio anymore",0,1
5729c2df507c690b8e0bd6d8,Vibration ain't working,0,1
57893e53819cb7066ab40269,"!,, Borring !",0,1
57291bf1507c69054da8ec7a,Great Open Source Podcast App The only thing that would make it better is if the audio controls on my Pebble would interface with it. Might be a Pebble issue though,0,1
57894c6d819cb706b00a7aa3,How do you take this stupid app off my phone,0,1
5729be73507c690b8e0bd25b,"Stop working This morning my acdisplay suddenly stop working, I tried to uninstall n reinstall agn. I even try to turn off every security",0,1
5729161f507c69054da8e69d,Great app! Does exactly what it says it does with no baloney. Great app!,0,1
57291e0e507c69054da8eeba,"Uses too much ram My phone started lagging heavily one day, so I check if an app was taking too much ram. I was disappointed to find that muzei was taking up 150mb+ just by itself.",1,1
572916e5507c69054da8e771,"So far, awesome Logging, flexible graphs and filtering. Source code. Cool!",0,1
57290f16507c69054da8dfb3,"Slightly better than Onion Comic Viewer In my quest to find a functional comic viewer I ran across ACV. While this program has better page and comic selection navigation it suffers with numerous crashes, just the same as Onion Comic Viewer. It especially fails with graphic novels, which are typically larger files than regular comics. It starts to read until it reaches \"maximum memory\" (about page 32) then crashes every time I tried to open to the next page. This occurred at almost the same point with larger comics. I have since moved to Comic Rack which has not crashed once, can read very large files and has amazing navigation features.",1,1
57290d9b507c69054da8de2c,Tired of reading half a comic. Keeps packing it in and lots of scrambled pictures.,0,1
5729c1ff507c690b8e0bd5ef,nice addition: more soft-buttons. thx!,0,1
57291b20507c69054da8ebac,Waiting for category wise filter Very nice and uncluttered app... will give 5 stars when you will give category wise filter for transactions,0,1
5729135c507c69054da8e477,One of the best games on the play store Pixel dungeon is a magnificent roguelike. It and it's many fan-made versions have exactly what I was looking for.,0,1
57290db2507c69054da8de4b,"Needs change The icon for your app looks to much like a messaging app. Other then that its fine. Make change I will too, I'll give you the other star.",0,1
572919a6507c69054da8ea31,"Really good Best ever help for exams..especially if you want to prepare and revise in office, park, shopping mall etc...no matter where you are, you can study..I wish there was a way to pause the timer",0,1
5729c1e7507c690b8e0bd5ba,Works well I use it with Hacker's Keyboard. An option to use a custom font with UTF-8 support is missing and would be very appreciated.,0,1
572917d6507c69054da8e880,"Perfect Messenger Great app, feel secure using it and makes a great group chat with friends and even 1 on 1 convos. Needs more customizations like background color, but mostly to attract girls or people who like flashy messengers. That aside, i personally love the simplicity and security of it. Gif support is there, android/iphone emoji support and choice, and overall a fast and simple app. Thanks for the great work!",1,1
57290f21507c69054da8dfbf,"Needs a LOT of work! Far too many \"\"\"\"\"\"\"\"memory\"\"\"\"\"\"\"\" issues",1,1
57894638819cb706b00a73d9,Can't scrobble from sony stock music app,0,1
57290ded507c69054da8de9e,Always ran out of memory This app sucks. Dont download this one,1,1
5729bec1507c690b8e0bd2aa,Simply superb..! Love the new animation.. It can have more options in customization,0,1
57291f32507c69054da8effa,Something went wrong while fetching the images :(,0,1
5729be84507c690b8e0bd272,"Asus zenfone 2 laser As you know ASUS has no option to disable fabric lock screen you can just put it to swipe so i get delays on locker if you can fix it, pls fix it! And please delete Ac option reminder on notification bar",0,1
5729134a507c69054da8e461,The game is excellent but I play it on my tablet all the time but on smaller devices it's hard to hit enemies and just turn around it and most of the rooms in the game have nothing in it and die because the mobs are over powered and I don't have strong weapons to find it.,1,0
5729be25507c690b8e0bd218,GARBAGE I wasn't impressed with this app at all it took entirely too long for my timeline mentions refreshing my page etc to pop up which makes this app useless to me I have to say this is the worst Twitter app I've tried so far the best I've tried was tweetcaster far as design its perfect an easy to use but it also has its problems but despite its problems it still beats out the rest of them if they ever fix those problems like lagging don't always show RTS etc tweetcaster would be by far the best Twitter app ever,1,1
572913e9507c69054da8e50f,"So much fun!! Love this game. Interesting and challenging with the right elements if gameplay, skill and chance. Thoroughly addicted. Much play time!!",0,1
578945cf819cb706b00a7354,"Absolute best collection of puzzles While the graphics aren't as flashy as some others, there are so many different kinds of puzzles at various levels of difficulty and they are self-generating so you never run out!",0,1
5729c020507c690b8e0bd400,"Awesome EDIT 2: Small glitch I've noticed is when I lock the phone with my notification tray open, it remains open over the lockscreen. | Sleek and functional/minimal. Looks so much better than the stock lockscreen. I've noticed a couple of bugs:the swipe animation freezes sometimes, and the clock has a lag in updating the time when the screen turns on. The only thing I didn't like was how I could only add one widget, and that when I did, it covered the clock. Other than that - great!",1,1
5729c342507c690b8e0bd73e,I always use this! I love how it shows geolocations on network connections to help me monitor my devices,0,1
572916ca507c69054da8e760,great app but.. it took be about a week to figure out how to open up the menu on the device..ugh,0,1
572915f1507c69054da8e65f,"This actually works! It works! It reads your battery level perfectly and adapts depending on what apps you turn on. At first, it said I had 23 hours of battery left (which is ridiculous) like with every other battery displayer, but then when my phone percentage went down by 10%, it said I had 2 hours left! It's at 81% right now, and says I've got 2 hours 15 minutes left which is actually pretty accurate! I'm loving it right now so much that giving it 5* isn't enough, I'll +1 it.",1,1
572919ef507c69054da8ea8d,"Please speed up search I will give it 5 stars then, I have a few hundred thousand records, but even in the smaller decks it can be unbearably slow.",1,1
572910d5507c69054da8e192,FUZZY PICKLES! This live wallpaper app is my favorite so far. Sooo many wallpapers to choose from that are all groovy! It would be also awesome if u groovy guys made mother 3 live wallpapers too. : ),0,1
578945d1819cb706b00a7355,Best puzzles! I love all of the games in this collection. Being able to dynamically generate any puzzle with custom sizes or types is a huge bonus too!,0,1
57291666507c69054da8e6df,Awesome This is and will always be an awesome calculator app. It may not support calculus but is suitable for most common operations.,0,1
5729c300507c690b8e0bd701,"App freezes are now officially gone As the title says, since I have updated this app to 0.8.6, it gets stuck on 'Checking Requirements' on the LG G3 D855 running CyanogenMod 13 & the official LG G3 6.0 ROM, but this app works fine on the Samsung Galaxy S3 mini (GT-I8190) running CyanogenMod 12.1. &gt;&gt;&gt; UPDATE: The issues are now fixed (version 0.8.6.4-20160119). Thank you Alexander Martinz for not only replying to my review in a civil manner, but most importantly, fixing the app.",1,1
57291335507c69054da8e44a,"Play it at night I found it easier at night. More monsters, more gear and more food.",0,1
5789497b819cb706b00a7785,Crashes all the time on HTC m9,0,1
5729c0b3507c690b8e0bd450,"Looks nice but no Cloud access All file managers should, by now, allow access to Google Drive, Dropbox, OneDrive, etc.",0,1
5729c3d1507c690b8e0bd854,"Handy, but limited. Seems to do the trick for most mass file operations, but very limted network tools. Other apps can do the ping, tracert, netstat, nslookup, whois, finger etc. stuff more reliably, but can't then process and respond to the results. This could process results if it could get them... But it can't.",1,0
572910d3507c69054da8e18d,Love it It is rly awesome,0,1
5789500d819cb706e9239748,Terminal emulator Power in ur hand,1,0
57894c51819cb706b00a7a85,Nice I wish you could bring more updates like 3rd oarty widget support in bigger size,0,1
57291dc0507c69054da8ee64,Fantastic way to view wallpaper! I've been using this app for over 2 years on Samsung and Motorola devices with absolutely no problems. Just remember to configure Your launcher (I use Nova Prime) to Muzei so all you have to do is double tap your screen to change images or adjust your settings. This app allows lots of customization options. Muzei also has endless extensions so you will never be bored with the same old photos again. I've experienced no major battery drain and no bugs. Highly recommended!,1,1
57894bb9819cb706b00a79e5,"Useful I love the simplicity, but I wish there was a pin lock for it.",0,1
5729c10a507c690b8e0bd4d7,"Good Needs a toolbar for actions, move button and ability to make the app bar a bit narrower. Fast, responsive.",1,1
572910e5507c69054da8e1ac,"Memories I loved playing Earthbound growing up, this lightweight live wallpaper is pure nostalgia",1,1
57290f43507c69054da8dfd8,Not good. I've got a phone with 2GB of RAM and it is running out of memory?,1,1
5729be26507c690b8e0bd21b,"Love the app and have been using it for years, but it seems to be burning allot of power recently. Edit: forget it, clearing data seems to have fixed my issue",1,1
5729c1c3507c690b8e0bd599,Great app. Very useful Just wondering why does it take 60mb of my device ram memory :(,1,1
5789501f819cb706e9239774,Powerful tool Works great,1,0
57290e0f507c69054da8dec6,"Love the format, hate the stability As I said, great format and user controls. But almost every other page of any comic I get either a memory error or a corrupted data error. Fix that or this app is useless. I like the features just wish I could actually read through an entire comic with out some BS. Will be switching to a different app and uninstalling this until it is made useable.",1,1
5729c12f507c690b8e0bd519,Looking good and perfect. And the Amaze file manager has not supported zip file extract try fix this in next is useful...,0,1
572918c1507c69054da8e97a,Great app No problems with app. Good UI,0,1
572916f7507c69054da8e776,"Works as advertised, simple and fast",1,1
5789481e819cb706b00a762f,"Update: App not functioning properly since Marshmallow update. Musei splash screen stutters at the Activate screen and does not apply the wallpaper setting. Previously: Love this app, but we seriously need multiselect for adding our own photos from the gallery.",0,1
572919d2507c69054da8ea65,Absurd This app is unironically better than its desktop counterpart.,0,1
5729c16d507c690b8e0bd54f,"Great. Some Suggestions Great because it is simple.At first I just would suggest to keep notification collapsed by default or to make its behaviour a preference. Also it would be great to dismiss the floating notification with one tap, two taps or long press",0,1
57893e60819cb7066ab4027e,"Insane difficulty level I like this game a lot, love the rogue like idea. However, game most of the time is unplayable because of insane difficulty level. So far I got to fifth level of dungeon, being killed dozens of times in the process. It's just too difficult.",1,0
5729c466507c690b8e0bd931,Learned so much by experimentation Good Program,0,1
57290fc4507c69054da8e04c,This is app has a very special place :D I've been using this app for quite a while and proud to say I just love this app.For people who say its slow you must remember to get something great we have to sacrifice something else ..and from last updates It's way faster then previous version!! PS: To devs if theme of app is slightly dark then it will be very helpful for a long duration use :D @duckduckGo!!,1,1
57290db6507c69054da8de55,"Almost perfect It does precisely what it should do. Reading left to right and vice versa. Opening different types of extentions. However it will not open files when out of memory, especially if it contains over 200 files. Still good though. Samsung galaxy young*",1,1
5789463d819cb706b00a73e4,Notification never goes away. I like the app but the notification icon never goes away. It's stuck there even if there's no music playing. Not cool.,0,1
5729bec9507c690b8e0bd2bc,Good one Can you add feature like moto display I.e screen lights up when we pick up the device or pick our device out of pocket,0,1
57894814819cb706b00a761b,"Runs perfectly, no lag issues. Usually something like this would drastically slow down your phone/PC but I've had no issues with performance. My only gripe is the picture change frequency. It has many options from hours to days but I'd like to see a \"Less than one hour\" or custom option.",1,1
5729bfa5507c690b8e0bd3a4,Photos Where are the photos saved which I clicked with the shortcut on the screen,0,1
572915e2507c69054da8e647,BatteryBot Is very good! Maybe the best!,0,1
57291452507c69054da8e569,Grega Love the game graphics are ok and well balanced :-) .,0,1
57291b95507c69054da8ebf7,"Awesome, simple, love it. Great selection of games without the flash. Best puzzle app I have.",0,1
57291624507c69054da8e6ab,Great app This app is very good to keep up your battery.,1,1
57895010819cb706e9239751,Good job! Well this isn't as useful and powerful as Linux's but it does its job .,1,0
57291949507c69054da8e9ea,10/10 Very useful - much higher security and privacy than SMS and I rarely encounter any problems. Very occasionally the app freezes when I try to make a call on it and has to be manually restarted (Galaxy S3). Please add group sms,1,1
5729bfdb507c690b8e0bd3cc,Battery Battery drains fast very fast its not battery race guys,1,1
57290fea507c69054da8e073,Battery Drain off the charts! Tried to use this with Olark. The battery drain is mind blowing. Sucks my battery dry in 2 hours on my S6 Edge+ making the app useless. A shame.,1,1
57291eda507c69054da8efb3,Good The app is good but when I power off my phone and then turn it back on the image becomes large :( plz fix it,1,0
57895038819cb706e92397a5,"Help! I can't see the text that I'm typing. This is so frustrating. Please, help me out here. I'm using Hacker's Keyboard.",0,1
5729c1f6507c690b8e0bd5e0,Excellent and simple ssh client. New version even better now it has arrow keys! I have used this for years multiple times a week and would not change a thing.,0,1
572919e1507c69054da8ea7c,Fantastic It's really useful especially when you use it in different platforms simultaneously from web or desktop or smart phone and it syncs all them to each other,0,1
57291440507c69054da8e55d,Good lightweight game,1,1
5729c474507c690b8e0bd947,"It will better if landscape mode improved (able to show what i write) ,entering command much much easier.",0,1
57290ec7507c69054da8df82,Use it every day. Best reader I've found for Android. Lightweight and easy. It rarely has trouble reading .cbr files and loads fast including page changes.,1,1
5729110c507c69054da8e1ee,Only half Installs Says it is intalled but only gives me the option to uninstall not open. Using samsung galaxy mega,0,1
57894650819cb706b00a73f5,"Good app but like It scrobbles everything twice and it really annoys me. Also, I feel like the app should have to power to look at recommendations, not just what you've listened to",1,0
572918c9507c69054da8e983,Need to be developed Slow messaging app. I can't know if it's delivered or seen. This is so much bad!!!,1,1
5729bec1507c690b8e0bd2ab,"Beautiful I love the look of this app. As long as it doesnt kill battery I'm cool. I haven't seen any quick battery drop yet, but its beautiful in the way it is.",1,1
57291807507c69054da8e8c0,best sms messenger very fast and all in one place,1,1
57894f99819cb706e92396c8,"Very good, all users sould have it to see what apps really consume cpu. Keep updating please.",1,1
57290ddc507c69054da8de85,Wont open files Keep tryinh to read comics on it and this DAM MESSAGE KEEPS COMING UP 'Oops can't open file may be due to low memory try closing acv and opening it after a while' I HAVE 2GIGS AND I CLOSED ACV FOR THREE WEEKS AND IT WOULDN'T OPEN FIX THIS ~SAMSUNG Galaxy S2,1,1
578940f8819cb7066ab404f9,Nice calculating...,0,1
578945a0819cb706b00a7320,Good idea. +1 for Open Source. Edit: Cannot stand blurriness anymore.,0,1
572913d8507c69054da8e500,"The best around Free, exciting and challenging gameplay, no adds or privacy invading permissions. What more could you ask for? Absolutely knocked it out of the ballpark!",0,1
57291405507c69054da8e52e,"I play this whenever I run out of Internet on my phone, really fun and addictive game",0,1
57291d13507c69054da8eddd,"No images. No images of anything for me the app... Im going to stick with showly, bummer.",0,1
5729c0c5507c690b8e0bd474,"Great I was very loyal to other browsers till I found this! Very fast, smooth, and tons of options!",1,1
57291b65507c69054da8ebe3,Best expenses manager Better than any similap apps I've used before,0,1
57894c5c819cb706b00a7a8f,I love that this is so minimal. I've been looking for a lock screen like this for ages however it needs PIN entry to be great.,0,1
57894b3c819cb706b00a7970,"Not as good as it used to be Since I got my update to Marshmallow,it crashes every time I click on an image. Hope there will be a bug fix for this.",0,1
57290f94507c69054da8e005,Memory issues Every now and then i'll get out of memory errors. Comic rack does not have this problem.,1,1
5729c0a3507c690b8e0bd448,Beautiful Beautiful and simple locker. But it need faster unlock animation,1,1
572915cf507c69054da8e619,"Love it! Since I used my first android phone (2.3.6), this app is still my choice until now! This app never failed me even if my battery is old.",1,1
5729be28507c690b8e0bd220,"Great This is the best free twitter client, if you're not willing to pay the 4.49 for Fenix. Easy to use, keep up the great work Chris Lacy!",0,1
5729186e507c69054da8e92a,"Already told you, Mal You just can't stop the Signal.",0,1
57895034819cb706e923979b,same time lag,1,1
578940f4819cb7066ab404f1,Lack of simple features like memory.,1,1
57291c57507c69054da8ed04,Eh It doesn't lag your phone or drain your battery but it misses a song every ten minutes or so. I'm really particular with things like scrobbling so I'm going to have to rate it a 2/5.,1,1
57894a97819cb706b00a78f1,I use it to make apps,0,1
5729be16507c690b8e0bd214,Thanks Good,0,1
5729188f507c69054da8e94b,Greatest Secure Texting App Great app screw the NSA and SW!,0,1
57291a3e507c69054da8eae8,Best app of its kind Thanks dev team!,0,1
57893a42819cb7066ab3fd97,Butifull serch app and faster,1,1
572918a8507c69054da8e95f,Privacy Personified Never felt more secure in my life.,0,1
57894f9b819cb706e92396cc,"Great for finding bloatware apps and other memory hogs, and apps that connect to the internet for no reason. Best tool I've found so far for this purpose.",1,1
57291121507c69054da8e209,Psi Rockin The enemy has left a present. Inside the present was a cookie. Ness took the cookie.,0,1
572913c6507c69054da8e4ec,"Challenging It's fun, hard and doesn't have ads or take up alot of data.",0,1
5729bfa3507c690b8e0bd39f,Not good Not good for phones with finger print scanner,0,1
5729befd507c690b8e0bd2fa,Great app It uses my super amoled display very well. Minimum battery drain and good info supplier!,1,1
57895014819cb706e923975b,Does not support SU It freezes when typing su.,1,1
