_id,reviewText,PREDICTED_HARDWARE,CORRECT
57893c4d819cb7066ab40036,Worked on Coby kryos MID 8042 It worked almost flawless on my ICS device and had little issues. It just had the problem when it was set to be a scrollable wallpaper.The picture just wont show for some reason. I Thought at first that it would hang as my tablet would but amazingly it performed well enough to be worthy,1,0
57291047507c69054da8e0db,No dark theme?? Come on guys,0,1
57291e56507c69054da8ef02,Nice app but some bugs I guess Whenever I restart my phone the doesn't load my photos need to select them again.... Tried for asus zenfone 2 laser detected the same issue... Can you plz try fix it,0,1
57290f08507c69054da8dfa7,doesnt read from SD Card on my tablet doesnt read from SD Card on my tablet just reads from internal memory,1,1
57291737507c69054da8e7c2,"Could've been the best messaging app Very simple and elegant sms app but notifications do not work! It only wakes the screen up, no alert tone, no pop up notif, no nothing. Please fix :( I would really love to use this on my phone :(",0,1
572917a0507c69054da8e83f,Feels good Way better than the messaging app on my HTC. Glad I didn't have to trade ease of use for encryption.,0,1
57290f83507c69054da8dff7,"Great Except constant file errors, others don't do this.",0,1
5729c3d1507c690b8e0bd854,"Handy, but limited. Seems to do the trick for most mass file operations, but very limted network tools. Other apps can do the ping, tracert, netstat, nslookup, whois, finger etc. stuff more reliably, but can't then process and respond to the results. This could process results if it could get them... But it can't.",0,1
5729c207507c690b8e0bd5f9,No keyboard input on Samsung Notepro12. Uninstalled.,0,1
5729c3f9507c690b8e0bd89e,"Needs fixes The escape sequence handling is buggy, some applications such as vim fail to be rendered properly sometimes. Also keyboard direction keys seem to cause strange effects on such apps.",0,1
57291a88507c69054da8eb2c,Simply Amazing Using it for more than a year. Really easy to use. Looking for new updates.,0,1
5729c20f507c690b8e0bd608,Great for the sysadmin on the move It's great to be able to shell into my various servers from my phone. And the addition of a tab key in the latest version is very welcome.,1,0
57291c39507c69054da8eccd,"Needs Improvement How about, adding a player to your scrobbler app like on iPhone, GOOGLE PLAY MUSIC SUCKS, or make it compatible with Amazon music",0,1
5729c463507c690b8e0bd92f,How to use it,0,1
572915cf507c69054da8e618,Ok Ok,0,1
57291e4d507c69054da8eefc,Good but not great.. Add some more options!!!,0,1
572910da507c69054da8e19e,Parfait,0,1
5729c48c507c690b8e0bd95e,for dev this is must,0,1
5729c388507c690b8e0bd7ba,Fantastic! Gets better the more you use it.,0,1
57291b31507c69054da8ebb7,Decent for the simple stuff. I miss filtering the history by category.,0,1
57291db5507c69054da8ee58,Takes too much ram,1,1
57894c6a819cb706b00a7aa1,It's awesome Really liked it. It's simple and really useful,0,1
57291cf4507c69054da8edc6,Walkman (Music) support Please add support for The Walkman (Music) app,0,1
57894bdf819cb706b00a7a14,Doesn't work. I installed it on my HTC one M8 but I still get the HTC Sense lock screen. It doesn't seem to work.,0,1
57291da1507c69054da8ee3e,Needs changing! Most paintings are not properly cropped. They have white edges on top and bottom which makes the wallpaper look unappealing. Either give us an option to zoom into the painting a bit and keep it that way or just recrop the bunch. Thanks!,0,1
578940f3819cb7066ab404eb,Best Cool app,0,1
57894e1d819cb706b00a7bc1,"Important options have been removed! 1. The move option has disappeared, can no longer move folders around. 2. When using the cut and paste option instead. It keeps showing as unsuccessful? 3. Shows my sdcard again which is good! 4. Actually going to uninstall this until fixed.",1,1
57290e23507c69054da8dede,"It's hanging too frequently, even I have a descent tablet",1,0
57291bbb507c69054da8ec40,Great Variety My boyfriend is always stealing my tablet to play this game.,1,0
57894c4e819cb706b00a7a80,Simple Does what it say. No frills. But needs password feature.,0,1
5729106f507c69054da8e114,"Rubbish Moto e 2nd gen, thus app just shows a compass graphic which doesn't move! Useless.",0,1
57291cf2507c69054da8edc0,S6 Can't log in on the app for my phone or tablet for the past two weeks. No help from customer support. I guess the service is done?,1,0
5729117c507c69054da8e271,dont work on nova launcher can't make it work on the nova launcher any tips ?,0,1
5729c1f5507c690b8e0bd5dc,"On tablet won't even install Have this on a phone and it's great so tried to install it on a tablet. Play store offers it, then crashes. Not sure what's causing that?",1,0
57290fa5507c69054da8e010,"This is the best Free Non-Tracking search application to use on the Web. Google, Bing, Yahoo, Dog pile, AOL etc track and record EVERYTHING YOU WERE EVER SEARCHING FOR. No thanks I will only use DUCKDUCKGO as they \"understand what Privacy TRULY IS.\" They do not lie about Any of the Services that they provide \"unlike the others\" such as, Bing, Google, Yahoo, Dog pile, AOL etc. Excetera",0,1
572916cc507c69054da8e765,One of the apps you need. Not needing a log viewer is the only valid reason for not having CatLog.,0,1
5729c0d7507c690b8e0bd499,"Meets expectations on most features Amaze works well for most features. It does have a couple of issues within the file editor: if you rotate the phone, any recent unsaved changes are lost. Changes are also lost if you change focus from amaze to another app while in the middle of making edits.",0,1
57291a9c507c69054da8eb37,"Would love to see income graphs, and net income per period. It would also be nice if the items on the report can be clicked to show the details for that category per period. But other the best expense tracking app on the store!",0,1
5729c253507c690b8e0bd621,"Excellent An excellent open source (essential for this type of app) ssh client, with full private key management, good terminal emulation and port forwarding",1,0
5729c11b507c690b8e0bd4fc,Best... Other than stock cm12 I need this for when I use custom roms that give me ES file manager. Utter garbage compared to this masterpiece,0,1
5729bf01507c690b8e0bd302,Save your power button No need to press power button or volume keys to wake device. Must have app. With frequent updates,0,1
57290ea1507c69054da8df63,"5 star Does what it says, does it well and free.",0,1
572912c3507c69054da8e3f4,RAM Sucker This tiny app reduces my over 500 mb RAM to below 200. Deleting.,1,1
5729198c507c69054da8ea23,"Hard too use, antiquated.",0,1
5729c000507c690b8e0bd3e9,LOVED IT It's The Best Lock Screen App In The Universe,0,1
5729113b507c69054da8e225,Magical,0,1
57291818507c69054da8e8d2,Good job _Ÿ‘ç,0,1
5729c4ab507c690b8e0bd982,Top Every geocacher shoud try this one. No one will ever go with anything else. Great work!,0,1
57290ea5507c69054da8df66,"A lot simpler and cleaner This comic book series a lot simpler and easier to read your comics with. The interface is more out of the way, and it's not ridiculously complicated to use like some other comic viewer programs.",0,1
57291cfc507c69054da8edd6,Doesn't scrobble Won't scrobble from Google music or Android music player. Did last week.,0,1
57291ce5507c69054da8edb7,Works like a charm.,0,1
572911a9507c69054da8e2bc,Awsome,0,1
57290eb1507c69054da8df73,"Not bad but frustrating Used this app for a while but keep getting \"\"\"\"\"\"\"\"unable to load\"\"\"\"\"\"\"\" error messages. I'm switching to perfect viewer",0,1
57291fb7507c69054da8f028,"Probably best wallpapers out there Looks fresh, wallpapers are by far stunning operates smoothly (even in my slow network) and fills up my SD card with high resolution wallpapers.. Only one thing I hate about it is that you can't stop looking once you are in it._Ÿ˜Å",1,1
5729c385507c690b8e0bd7ac,Good! Very usefull and very light weight!,0,1
572917db507c69054da8e88c,Stellar,0,1
57291a3b507c69054da8eadf,"The Best!!! I've tried all the other apps, this is just the best one. Hands down!",0,1
57290f36507c69054da8dfcc,No SD card support Was really good but now I can't view my SD card anymore... please fix,1,1
5729c4ae507c690b8e0bd988,"Better then the official one Love this app, even donated to the cause to help keep it going.",0,1
5729bffd507c690b8e0bd3e1,Doesn't work with lollipop.,0,1
57291da4507c69054da8ee42,"Works perfectly, until it doesn't For the most part, very seamless and customisable although sometimes it will be \"stuck\" on one wallpaper. I'd give it 4.5/5",0,1
57290f94507c69054da8e004,Awesome app This app runs perfect on my HTC vivid. Iv been using it for about 2 months now and had no problems. It's is smooth and easy to figure out,0,1
5729c1c1507c690b8e0bd593,Uses too much ram (over 100M),1,1
57290e01507c69054da8deb5,"Very good, i always use it when reading comics",0,1
57894bac819cb706b00a79d0,It's good but... I didn't like the notification that never goes away and also I can't double tap to wake for some reason. For these reasons I'm just going back to stock lockscreen.,0,1
5729c199507c690b8e0bd584,Best one..!! Progressing dat by day..,0,1
5729bdba507c690b8e0bd1be,"Can't save to SD card Permission denied, no clues to figure out the issue",1,1
572919ce507c69054da8ea62,cant reverse cards. wierd review limits there doesnt seem to be away of flipping cards so makes study just one way. also i dont like that i cant review same feck more than once without having to do complicated timers. developers over thought this made it too difficult to use,1,0
5729bda6507c690b8e0bd1a6,Can't Create A .js It does not let me create a .js,0,1
57290f54507c69054da8dfe5,"There's a better option, guys. I don't normally post comments or ratings for apps but I felt it was worth pointing out to people that, while this app does get the job done, it was simply too much of a hassle to use, and 9 times out of 10 a comic would give me a memory crash error at some point. Perfect Viewer has so far performed significantly better for me, and not once have I ran into any problems with it.",0,0
5729156f507c69054da8e5ee,"Used to be one of the best roguelike I ever played with balanced, simple and enjoyable mechanics and tight design. Perfect for a break on your phone. Then the author decided people were having bad-good fun and ruined the game with update 1.7.4. Avoid and play rather one of the now much better fork.",0,1
57893a37819cb7066ab3fd7e,"All Of My Dreams... It's fast, efficient and such a clean UI, that it is now ubiquitous on my devices. I didn't think software like this was still being written. Thank you.",0,1
5729c07e507c690b8e0bd434,Not always work on op2,0,1
57291219507c69054da8e344,Good app but uses a lot of ram!,1,1
57893e3d819cb7066ab4024e,"Pretty good Game seems to be poorly balanced though, warrior is good but the rest of the classes are pretty useless which is a shame b because I prefer to play a rogue or mage... Warrior is too much tank and spank to be fun... Was pretty dissapointed when I finally got the huntress...",0,1
57290e61507c69054da8df24,"Can't recommend it, sorry Haven't been able to open one file with an out of memory error, either from main memory or SD card, these are files that perfect viewer has no problem with. Nook HD+ rooted with cyanogen",1,1
57291a86507c69054da8eb29,Patiently waiting: Auto backup; Billing recurrent; Budget; Notification for Bills; Credit card,1,0
5729117c507c69054da8e270,Nice and bettezr,0,1
57290e16507c69054da8ded1,Slow on tablets In need of a major update. Images not as crisp or bright as on jjComic Viewer or Perfect Viewer.,1,0
57291568507c69054da8e5ea,Really fun and addictive If dungeon crawling and rogue-like elements is something you look for this game is for you,0,1
5729c2e6507c690b8e0bd6e9,"Such a Nice Guy I have read the description, Gotta give 5 stars man",0,1
5729c07b507c690b8e0bd42f,Thanks man ....nice...i hope you have option to remove the clock setting coz i wan a clear view of my live walpaper,0,1
57893e2f819cb7066ab4023e,"I love this Zelda - like game, especially since its free and doesn't require Wi-Fi!",0,1
5729c067507c690b8e0bd42c,Thanks Thankyou for such an awesome app.,0,1
57894848819cb706b00a7660,"Good wallpaper I like this idea, and app in general, but after being used for a long time, this starts using up a lot of ram, and although it doesn't effect performance for me yet, I get put off from using it for that reason.",1,1
57894102819cb7066ab4050f,"Hands down! It may not be most feature rich, but it is powerful enough, it even comes with a function plotter. And it works on watch too!",0,1
57291ae9507c69054da8eb74,Great way to stay on track This app works well and has a pretty good way of organizating your categories and specific spending. The only thing that would make it better is the ability to change the start date of the weekly overview.,0,1
57894bd7819cb706b00a7a09,Nice design and concept. Unfortunately on my Nexus 6P with 6.0 it doesn't work as a lock screen. The device still goes to the native/stock lock screen after getting past AcDisplay lock screen. Can anything be done about this?,0,1
57291c8f507c69054da8ed5d,Hated it I wanted to create an account but it wont let me do it!!! Fix this bug!,0,1
57894bac819cb706b00a79ce,Add support for fingerprint As tody all phones have fingerprint reader so add support to read fingerprint.,1,1
5729189e507c69054da8e95a,"Great app, great security, highly recommend This app is open source and uses two key authentication seamlessly within the app. The search feature needs updating; when searching for a word said in text messages, the search feature only works for the names of who you've been texting.",1,0
57290f40507c69054da8dfd7,Rubbish No load folder option and claims to be a manga reader yeah good luck this app is an insult to real apps...,0,1
57895036819cb706e92397a1,Bash#,0,1
57291871507c69054da8e92f,Needs date time stamp Add date/time stamp to ALL incoming and outgoing texts - even the most recent.,0,1
57291014507c69054da8e0a2,"Great App! But can you PLZ FIX THIS 1 THING I created custom notifications under \"KEY PHRASES\", but every time I close, and re-open the app, it loads all the \"DELETED KEY PHRASES\", and overwrites the current setup. Other than that, it works perfectly for me. Please fix that one thing. Thx in advance _Ÿ‘ç",1,0
5729195e507c69054da8e9f9,"Not intuitive at all Great note card app, but it literally takes hours to learn how to use. Not intuitive at all",1,0
57291362507c69054da8e481,Best game ever Thanks,0,1
57894988819cb706b00a779a,Sz** Folyamatosan kidob nem a telefon Hiba mert rÃ©gebb mÅ±kÃ¶dÃ¶tt,0,1
5729c15b507c690b8e0bd533,Good app! So far so good!,0,1
57893a42819cb7066ab3fd95,"Great browser, best privacy, lacking in scholarly searches I am very pleased with this app and duckduckgo as a whole. My only concern is that looking up scholarly articles and scientific information outside of wikipedia is a good deal easier on Google. I understand why this is the case and wait patiently for DDG to catch up to Google on this front!",0,1
5729119d507c69054da8e2a6,"Well....finally working. Before it had always shown: picture unavailable etc. How I made this work: I'm running the note 4 with nova launcher. I use 3 home screens. Therefore I created 3 folders i file manager and put the wallpapers I wanted to use in them. Open live wallpaper then select MP live. Create your screen settings pages (home screen pages). Remember, picture source= picture folder. Use the folders you created for that particular screen. I also used the honeycomb tablet workaround option. Hope this helps.",1,0
5729bef4507c690b8e0bd2f0,"Buggy Nexus fingerprint doesn't work with this app, was a huge inconvenience. Hence uninstalled. Otherwise I loved the app. A sleek interface for those who mean business.",1,1
5729137c507c69054da8e4a4,OK good BUT OK: 1-it is so annoying when you get so far into the game then you die and have to restart. 2-just think what it should be like if there was a multiplayer mode,0,1
57291af3507c69054da8eb80,"Awesome!!! Great update! This app is stabil and simple, I love it. The pie chart is clearer the previous one. Thanks for the new color category!",0,1
5729bdcb507c690b8e0bd1d2,Neat Enjoy the dark color scheme & specially helpful w/ bluetooth keyboard.,1,1
57290e19507c69054da8ded7,Great No complaints. Brill app.,0,1
57291798507c69054da8e838,Sweet App is awesome,0,1
5729c358507c690b8e0bd765,"Worked perfectly on 5.1, does not work on 6.0. HTC m8 GPE",0,1
57894bed819cb706b00a7a26,"Not working LG v10 Unfortunately the process com. Android. Settings has stopped, that is the message I'm always getting everytime I try to select a widget please any solution? Update: now it works but it is too slow to activate, I don't like waiting for a look screen it makes no sense",0,1
572913c9507c69054da8e4f2,"So simple, alot of skill I love this game it actually requires you think. At first the permanent death ticked me off but you always can get more gear.",0,1
572917a8507c69054da8e84d,Please add fingerprint support _Ÿ˜‰,1,1
57291dd2507c69054da8ee7b,Uses waaaayy too much ram than I thought I thought this was just a light live wallpaper but someone pointed out it was using 70mb idle wtf.,1,1
572919c8507c69054da8ea5e,Perfect A must have for any Chinese learner !,0,1
572911ee507c69054da8e316,Omg. So good,0,1
5729c24d507c690b8e0bd619,Almost perfect GSSAPI/Kerberos support and an equivalent to ProxyCommand would be useful additions. Edit: the recent addition of softkeys (arrows and tab) in portrait mode is very useful. Would bump to 4.5 if allowed...,0,1
5729bda2507c690b8e0bd1a4,KEYBOARD Useless with a physical (eg bluetooth) keyboard because you can't use the shift key to type symbols. I can't imagine how anyone could use it seriously without that working. Not everybody wants to use the onscreen symbol bar.,1,1
5729bf52507c690b8e0bd34a,A little bit inconsistent Doesn't work reliably with my GS7 edge. I wanted to turn off AOD and use this but it doesn't have an always on mode. Please consider adding,0,1
57291016507c69054da8e0a5,Awsome app !!! Good Job people :-),0,1
578937a6819cb7066ab3fb35,Works but my phone got slow,0,1
5729be16507c690b8e0bd216,"Solid, usable app Good twitter app with all the features you'd want in an app. Like others the only thing keeping it from 5 stars is that the UI is dated, but I still use it on my tablet as my primary twitter app",1,0
5729c03e507c690b8e0bd418,Not consistent I wanted to like it. I like the simple interface but the problem is that this works randomly sometimes I saw it sometimes I didn't. It would constantly go from this to my normal lock screen.,0,1
572911a9507c69054da8e2bd,"Really good The perfect app for making your own wallpapers, easy to use and has every option you can think of. Only problem is that the change interval doesnt work and won't display on lock screen.",0,1
57290f6e507c69054da8dff0,"No preloading Takes time to load every image when reading in sd card, recommend Perfect Viewer by RookieStudio over this app",1,1
5729c18d507c690b8e0bd56d,"Doesn't actually clear clipboard Seems decent as a manager, but it doesn't do the one function I wanted - deleting items in this app doesn't actually remove them from the Android clipboard.",0,1
5729144c507c69054da8e562,You should add bows.,0,1
57290e48507c69054da8df0d,"Good, needs some improvement Crashes a lot. But easy to use.",0,1
5729c008507c690b8e0bd3f0,"Like it, not 5 star material Just please add a lock functionality and make it an actual replacement lockscreen like other lock screen apps please _Ÿ˜ç",0,1
572918dc507c69054da8e98c,"Best for private messaging and calls Smoothly integrated into my G4, takes over SMS and then uses that as messaging function either as unsecured sms via phone operator or secured message to other signal users. I have never had an issue with this app, no conflicts or crashes.",0,1
5729c3a4507c690b8e0bd800,"This is my go to terminal app! Nothing beats the classic! One little thing..full screen on lollipop/marshmallow would be nice, those nav bar buttons get in the way.",0,1
57894998819cb706b00a77b1,Disappointed U guys really... I mean really f**** your product.... Its just keeps on force closing!,0,1
5729c1ed507c690b8e0bd5cb,On the blackberry Priv..... If I could map the esc and ctrl keys this wold be perfect..... The Priv has a hardware kb but no trackball,1,1
572910f3507c69054da8e1ca,Awesome!,0,1
57290fc7507c69054da8e055,Best,0,1
57291bb1507c69054da8ec31,Great There is no reason for less than five stars. The app is free and doesnt have any ads. The instructions for the games could be a little better but I like to figure things out on my own anyway. I have yet to find any bugs in any of the games.,0,1
5729c398507c690b8e0bd7e5,Does it back?,0,1
57291c03507c69054da8ec92,"Material Design Update! Best simple podcast app keeps getting better. If all you're looking for is an app to manage, stream, and download your podcast's this is it",0,1
578945a0819cb706b00a731e,Super â™¡â™¡â™¡â™¡â™¡â™¡â˜†â˜†â˜†â˜…â˜…â˜…â™¥â™¥â™¥,0,1
57895007819cb706e9239735,Terminal Emulator ! _Ÿ˜‰_Ÿ˜Å_Ÿ‘ç Thanks team! This is a perfect app for android phone! _Ÿ˜çâœ¨âœ¨âœ¨âœ¨âœ¨_ŸŒŸ_ŸŒŸ_ŸŒŸ_ŸŒŸ_ŸŒŸ_Ÿ‘ç_Ÿ‘ç_Ÿ‘ç_Ÿ‘è_Ÿ‘è_Ÿ‘è,0,1
57894c51819cb706b00a7a84,Add an Always On feature It would be so great if you added an always on feature just like in S7 and LG phones. Would give 5 stars _Ÿ˜‰,0,1
5789497a819cb706b00a7782,"Fine Nice app for anime lovers, I even told my friends about this app and posted on fb. There are a few problems though. Like when I put anime pictures to favorites and after that download them, I can't see there details like resolution and categories which is very important for me. It shows only 2 options, save as or wallpaper. It will be great if you people do something about this. And other thing is that the app force closes sometimes when I click on any image to open it. Thanks for the app. _Ÿ˜_",0,1
572910db507c69054da8e19f,"Works perfectly On LG G3. Huge fan of earthbound, so thank you!",0,1
57291a55507c69054da8eb00,"Great design Unfortunately, I can't sponsor you because the place I live not support online paid.",0,1
57291d36507c69054da8edf0,Works just like advertised. Best TV show tracking/organizer,0,1
572915d0507c69054da8e61b,I've been using this for a while now and it works great!,0,1
5729180d507c69054da8e8c5,"Wtf twitter? Outrageous and unnecessary special permissions since twitter bought the app. The whole point of this app is privacy! At times there is huge latency in delivering messages. An hour or more delay is not acceptable when coordinating with people about time-sensitive matters. Fix these problems that arose during twitter ownership and add tablet support, syncing, group messaging, and self-destruct please. Keep it open source on top of that and I'll give the app 5 stars.",1,0
57291c04507c69054da8ec97,Awesome open source podcast app! I've used this for a long time and it does everything perfectly,0,1
5729175a507c69054da8e7eb,Been using this since it was in alpha. Always been a favourite of mine. Updates are regular and always bring improvements. Developer obviously cares about his app.,0,1
57894995819cb706b00a77ad,Crashes a lot. Sometimes requires multiple touchs to download,0,1
57291a09507c69054da8eab1,"Fantastic, specially if you can use an existing deck Several decks are readily available, geography and language topics are well covered. The app allows to add simple text only card or make minor edits. For deck authoring you use a PC, sync and then study with the app. BTW, the app is just beautiful.",1,0
57291b36507c69054da8ebbe,"Great app. Very easy to use. The app is very good. Want to give a suggestion, please provide filter for transactions. It is hard to search hundreds of records by scrolling down. It would be nice if transactions can be viewed period wise by swiping left to right or right to left, for example like category view. If possible please add bills remainder option too having bill date, due date and amount details.",0,1
572911eb507c69054da8e30d,"Totally love it but... Single picture for main screen wont work in Xperia Z2, hope is fixed soon",0,1
57290dd4507c69054da8de7b,Superb app,0,1
578937a9819cb7066ab3fb38,"Doesn't do anything Followed the directions provided in app to set up, I still get a ton of ads and pop ups. It's a shame because adblock works great on windows tablets.",1,0
57290dce507c69054da8de6f,"Awesome! It's easy to use, loads fast & works great! It lacks a library feature but that's fine....",0,1
5789462f819cb706b00a73cc,Please add support for Apple music,0,1
5729142a507c69054da8e545,Literal roguelike It's literally like rogue. It's rogue with graphics and touch controls.,0,1
5729199f507c69054da8ea2a,"Good Good, but sometimes audio cards don't work",1,1
5729be6e507c690b8e0bd252,Please fix this Love the app but why can i should i have to sacrifice the clock and other basic lock screen items for a widget wgy cant i have the clock displayed and the widget below it. And there is a glitch or maybe its purposely if u double press the home key (i guess it works only in phones with a solid home key like samsung not the touch) your this will bypass the ac display.i.e. if no security is enabled (e.g.pattern) u can unlock your phone by double pressing the home key instead of swiping,1,1
57290dfc507c69054da8deb1,Out of memory error Unusable,0,1
5729c375507c690b8e0bd777,No copy n paste Plz fix,0,1
57893e2a819cb7066ab40238,"Great for otakus If you like fire emblem, sword art online ect.",0,1
5729be73507c690b8e0bd25a,"Almost! Great minimalist lock screen. The wave proximity sensor unlocking function should be improved though. As well as adding more options for swiping from upper/lower right/left, not just dialer and camera. And it would also be perfect if you can edit the size of the clock. Hihi. Still an awesome app though! :)",1,1
57291df8507c69054da8eea1,Used lots of day without asking Randomly decided to download over 230MB of something despite the fact I haven't used or opened it in months. Now I barely have any data left and I don't even know what it was that it downloaded.,0,1
5729199f507c69054da8ea29,Added 30 cards manually and they disappeared after reopening the app,1,0
57290e0d507c69054da8dec4,Meh.. Opens the file and scrolls a couple pages then crashes. I cleared my ram. Same problem.,1,1
5729c37d507c690b8e0bd794,Nice app Its good so usefull,0,1
5789379e819cb7066ab3fb2b,Not working How to fkin block youtube ads???,0,1
5729bdd0507c690b8e0bd1d4,Add cloud support â˜Å Please _Ÿ™è,0,1
5729be0f507c690b8e0bd20e,Old and dated.,0,1
57291b99507c69054da8ec00,I just love it. So compact. In just an app.,0,1
57291eec507c69054da8efce,"Fantastic Perfectly simple, love being able to filter resolutions",0,1
5729c1c1507c690b8e0bd594,bad improve now!!!,0,1
57290ec4507c69054da8df7d,SD card won't show My SD card contents won't show. Please fix.,1,1
5729c0de507c690b8e0bd49e,"Great File Explorer All the features I need, and no ads. Root explorer has an issue where it doesn't display the contents of the SD card and I have to go to root and then enter sdcard folder to correctly display items. Also, can't modify permissions with root explorer checked",1,1
57291c6d507c69054da8ed27,Can't log in. Useless!,0,1
57290e0b507c69054da8dec0,Awesome Nice,0,1
5729bf9e507c690b8e0bd396,Very useful application!,0,1
