_id,reviewText,PREDICTED_DEVICE,CORRECT
5729be0d507c690b8e0bd206,"It's great but You can't mute someone you follow or mute just one person's retweets. This is something I find really useful on Tweetcaster, which I'm not using atm because their link system is messed up after their latest update. If they fix it I'll probably go back but it would only be for these two features.",0,1
57894c27819cb706b00a7a60,Need full string password protection. Very good and simple lock screen which is very light and functional. Cant really call this as a lock screen as it does'nt has a password protection. It will be the best screen lock on android platform if full string password and (or) finger print protection with privacy control(ability to define apps that could be unlocked with out password) is added to this... Expecting new essential feature soon...,0,1
5729c0b6507c690b8e0bd456,Great alternative to es explorer bloat adware. Thx!,0,1
57291c55507c69054da8ed01,Didn't let me log in 404,0,1
57291c59507c69054da8ed08,Force closes every single time on Nexus 5x running Android 6. Can't even open it anymore. Appears to be scrobbling fine still though.,1,1
57291eda507c69054da8efb1,Best app so far for me You can get very high resolution wallpapers and they are pretty much awesome,0,1
5729beac507c690b8e0bd290,Good but has some issues with marshmallow I used this on my old phone and if was flawless and I loved it. Now I have switched the the nexus 6p and am having some trouble. I noticed that sometimes when I had ac display activated I would not be able to use the finger print sensor even after I unlocked ac display and had to do a password. This is very frustrating so I cannot use ac display.,1,1
57290dca507c69054da8de6a,It's good It's very good,0,1
57894c45819cb706b00a7a71,Do Not Download! You've Been Warned! This application has attached it's self to my phone and I'm unable to remove it! I've reached out to the developers for help on how to remove the admin rights and no one has responded. I have turned off all of it's functions but when you attempt to remove the admin for the application it freezes the crashes the setting! I am reaching out to Google for assistance since I belive this app is pure spam! Galaxy Note 5.,1,1
57290e72507c69054da8df32,wonderful Five stars with bookmark function.,0,1
57893e3a819cb7066ab4024b,"Amazing! Addictive! Fun! This game is fantastic, but challenging at times. It's really only one of the games that I've kept.",0,1
5789481b819cb706b00a7628,I like how everyday I can unlock my phone and see a new background. It's so refreshing and I love how high quality the images are. This is just my perfect wallpaper app.,0,1
572911c0507c69054da8e2d7,Love it It works fantastic on galaxy s 4's. shows all of my picture and if u don't like that picture that on my home screen all I have to do is tap it twice but the only thing about it is when all the picture are over with your screen is black but all you have to do is tap it again and that it goes but that the only thing wrong with app I have so far,1,1
572912ed507c69054da8e416,Worthless,0,1
57291ed4507c69054da8efaa,In one Word THE BEST Great app..,0,1
57291c6f507c69054da8ed2c,Disappointed It doesn't scrobble Sony Xperia's Music app anymore! Fix plz! :(,1,1
57291eaf507c69054da8ef75,Best wallpaper app People must try this,0,1
57290db1507c69054da8de47,Useless,0,1
572912bd507c69054da8e3ec,"It's not working. Got the Samsung Galaxy s5, now i can't get this app to work. its installed but won't show up on apps list. S5 doesn't seem to allow multiple wallpaper, so i only see one. that I setup while the app worked.",1,1
57291067507c69054da8e0fd,It is good,0,1
5729be48507c690b8e0bd238,"Cannot cache media/profile pictures It seems that it's impossible to properly cache media in the app, regardless of settings and database/cache size. Every time I scroll down my timeline, media that were previously loaded will load again. This reduces performance and makes scrolling janky. App is way less fluid than other clients. Nexus 5X, stock Android 6.0.1.",1,1
57291aeb507c69054da8eb79,"After waiting for one year! Shit This app is very beautiful .. and the last update doesn't make any sense. We need new useful features like.. searhs,reports,security.. I'll go back to old version & waiting for new update ... with respect.",0,1
5729180f507c69054da8e8c7,"Easy Install and Use! I'm a huge fan of Hangouts and use it on my Nexus as my main text app, desktop, laptop, and cell. So I doubted this product until I used it. Super easy to setup and use and works basically like Hangouts. Love it.",1,1
57291394507c69054da8e4b8,Horrible No coming back to life,0,1
57291074507c69054da8e120,"Excellent! Tried many compass apps but this is the first that actually points accurately! Simple but good and great design. Nexus 4 kitkat, then LG G3 Lollipop 5.0.",1,1
5729110c507c69054da8e1ee,Only half Installs Says it is intalled but only gives me the option to uninstall not open. Using samsung galaxy mega,1,1
57894f86819cb706e92396b1,Amazing utility This is not for people who do not understand Lennox or how to root a phone if you are a power user and want to optimize your system the best of it's possible capabilities and this is perfect for you you have the ability to export logs to monitor logs I played with it for about 10 minutes and I've learned a lot more about my phone it natively abstracts so much more information from an unrooted phone such as my current one which happens to be Droid Turbo 2 which has yet to be unlocked.,1,1
5729c394507c690b8e0bd7d9,"Keyboard No enter on my keyboard, it's just \"send\" and no response when touched. The keyboard is samsung keyboard for original ROM Galaxy V Plus",1,1
5729c3b9507c690b8e0bd82f,can't use with custom rom whenever i odex an app it just dissapear. But when i use it with stock rom runs perfect.,0,1
578937b0819cb7066ab3fb41,Doesn't seem to work well blocking ads for Samsung Internet app.,1,1
5729c2b4507c690b8e0bd6a7,Didn't work on Galaxy s4,1,1
5729c16b507c690b8e0bd548,"Amazing! Much better than clipper, and uses way less RAM",0,1
57893e3d819cb7066ab4024f,Addicting as crap!!!!!!!! This is THE best and most creative dungeon crawler in every existence ever!!!!!!! â˜º_Ÿ˜€_Ÿ˜ç,0,1
572911ba507c69054da8e2d6,"Not compatible with Galaxy S6 Edge Plus, apparently.",1,1
578940c1819cb7066ab404b2,App Crashes App keeps crashing when loading.,0,1
5729103d507c69054da8e0d0,Nice but On nimbuzz chatroom it's not showing users id's with msg. Why? M using s5 dous,1,1
57290f04507c69054da8dfa3,My nexus 7 is more also showing out of memory :(,1,1
57894fa3819cb706e92396ce,"Good but notification not visible in 6.0 Since I got android 6.0 installed, marshmallow, the selected color don't show on the notification and since the frame is dark, and the dark colored graduating bars are dark too instead of light blue, and all is showing on a transparent notification bar where the image under it is dark, I can't see it at all. 5/7/2016 Nothing about this issue was addressed, so one star now.",0,1
57290f80507c69054da8dff4,Hmmm...,0,1
5729c1bf507c690b8e0bd591,Great.... Just need the floating bubble to hide after certain time when not used...give and option to keep the persistent notification in the notification bar...that would be better...the bubble keeps coming even when we play games and watch video...so...please fix...,1,0
5729c406507c690b8e0bd8ae,"The standard! Samsung Galaxy Light (SGH-T399N), KitKat 4.4.2. A great app! I thought a terminal app on my rooted phone would just be too small to use but that's not the case. Font size adjustment upward from Preferences made it perfect! It's already saved my bacon! I don't know Jack ; ) but I can say thanx!",1,1
5729160d507c69054da8e686,The best application savers â™¥â™¥â™¡â™¡,0,1
572912f6507c69054da8e422,Just love it It's great I Love it use it everyday . It is perfect,0,1
5729c12d507c690b8e0bd518,Good But better if don't ask for identity permission. Like!,0,1
57291d54507c69054da8ee0b,Could be great It's a great concept but the pictures do not load anymore and the lists have to be manually updated.,0,1
5729c2df507c690b8e0bd6db,It sucks You need root to get this,0,1
57290fb4507c69054da8e033,Appreciate your work You are one of the rarest companies that dont like searching people's private life,0,1
572916c1507c69054da8e74b,"It works without root after enabling the READ_LOGS permission for it, using adb: `pm grant org.jtb.alogcat android.permission.READ_LOGS` and restarting the app. This is needed on the newer Android versions. Please update the description to get one more start.",0,1
57291ca2507c69054da8ed6a,doesn't scrobble doesn't scrobble my music,0,1
5729bf6e507c690b8e0bd365,"Great app but have some issues with Samsung fingertips, after some time it forces you type the password",1,1
57291bec507c69054da8ec74,Highly recommended Great app. Can listen to all my favorite podcasts.,0,1
5729114a507c69054da8e23b,"Personal favorite Love this wallpaper, thank you",0,1
572916bd507c69054da8e744,"If there's an ability to save to a file, it's so well hidden that it might as well not be there. When the app started, it said something about a widget, but that's all I ever saw about it other than being mentioned in the Play Store. This program is useless as delivered, since there's no way to get the logs off the device - holding my finger on the screen popped up an option to copy to the clipboard, but that was one line only. tested on Samsung Tab S with Android 5.0.2",1,1
5729c424507c690b8e0bd8d8,Awesome! Shell commands at your fingertips!,0,1
57291e87507c69054da8ef25,Keeps on crashing Used to be one of the best wallpaper sources..but its nearly impossible for the app to remain open for more than 30 seconds,0,1
57290fea507c69054da8e073,Battery Drain off the charts! Tried to use this with Olark. The battery drain is mind blowing. Sucks my battery dry in 2 hours on my S6 Edge+ making the app useless. A shame.,1,1
57291647507c69054da8e6c8,Used 2 work but no longer When I try to disable an app I get a blank white box with no details inside it and it doesn't disable anything. 1-star until fixed BC it's useless now (Galaxy S6 Edge+root),1,1
572913de507c69054da8e508,Pixel dungeon Rpg great little game reminds me of my youth disappointed no saves but cant stop play,0,1
5729c3be507c690b8e0bd835,"Very useful Had it on an old phone running android 2.2.1, very handy for uninstalling bloatware and other messy stuff. Only problem was that I kept mistyping (not the app's fault though)",0,1
57291296507c69054da8e3c8,Not working on droid turbo When selecting single picture from gallery will not display picture but will show when you select to show entire gallery,1,1
5729c10d507c690b8e0bd4e4,Samsung Galaxy S5 SM-G900F & Open Source,1,1
5729c0fd507c690b8e0bd4c3,Bugs out on smb Smb connections aren't stable,0,1
572912b8507c69054da8e3e7,Awesome! Does what I want it to do.,0,1
57291007507c69054da8e099,Wonderful with an * I've been using the app for 2 years now and the update was wonderfull however i have the issue with the last word from previous message showing up and it is mega frustrating. The moment i start to type a new message the letter i typed appears twice and in between the two is the last word from the previous message. It happens when there are two concecutive messages from me. Also if on a blank row i just start erasing the last word appeares and starts gettig erased. LG G3. Please fix,0,1
57894f98819cb706e92396c6,A very well designed app. Only requires 1.6 mb to install it.,0,1
572911ac507c69054da8e2bf,"Perfect! Pic for each 5 screens. Xperia TL has five screens and I've chosen a different picture for each one. They will change at intervals or when I double tap, but what I like most is sliding the screen and seeing the picture turn -so neat and 3D. Never has hung up or caused problems. Highly recommend....works just as well on Moto X2 - still lovin' it!",1,1
5729c09e507c690b8e0bd442,Screen sleep time problem The only problem I have ran into is when I try and use the Screen off memo on my galaxy note 5 the screen goes to sleep while I'm writing the memo. It is really annoying.,1,1
57894c5c819cb706b00a7a90,Good but....... In samsung devices (note 5 ) when the display turns on the buttons light up.Pls remove it.,1,1
57291b0b507c69054da8eb94,Crashes on s5 No categories are shown. When you try to add one it crashes. You need to fix it asap,1,1
578949a1819cb706b00a77bf,Coolpad Note 3 What happened to this app?It keeps crashing always!?,1,1
57893c47819cb7066ab4002c,I got 3 screens only my left screen is good one solid full pic I swipe to either of the other 2 screens and I've got half a pic on the left and half a different one on the right I try refreshing and nothing,0,1
57291277507c69054da8e3b5,Did not work for note 3,1,1
57291e5b507c69054da8ef0b,Great app! Keep it up,0,1
578937bc819cb7066ab3fb59,"Works fine on Galaxy S7 Need to install Samsung 'Internet' browser first, then add this and configure blocking in the browser",1,1
5729197d507c69054da8ea0d,Amazing!,0,1
5729c484507c690b8e0bd951,Excellent Job !!! Love this app. &lt;3,0,1
5729c4b1507c690b8e0bd98a,"CAPCHA Whilst I have no issue with you including this feature can you please try to implement it more effectively? I have a Note 4 and even on that large, hi res screen those capchas are ridiculously hard to read.",1,1
5729106e507c69054da8e111,Outstanding !! Samsung Galaxy S5,1,1
5729c48a507c690b8e0bd95b,This is almost like rooting Except you keep your warranty and don't end up bricked. Familiarity with Linux shells is a big plus. Depending on your device you can run various Linux. commands. If you are rooted you have more power. Rooted users can add Linux commands by making soft links to busybox or even Toolbox.,1,0
5729c2e2507c690b8e0bd6dc,Mind blowing Best device info app,0,1
5729c17a507c690b8e0bd556,"Really useful This is such a handy app, great interface and everything",0,1
572910db507c69054da8e1a0,How can i not love this? As a fan of earthbound i absolutely love this! Runs perfectly on my galaxy s4.,1,1
57290d9c507c69054da8de31,Bah Bah boo bawhaaahaaaaa!! -YOURS TRULY KING BOB,0,1
572911e9507c69054da8e307,Great app Does a great job for what it is and has nice features,0,1
57291645507c69054da8e6c7,Isn't working on Samsung Galaxy S6. Is working perfectly on all my other devices though.,1,1
57291dcf507c69054da8ee78,"I love the images, but for some reason my Samsung Gear live does not update its face when the wallpapers on my phone change. Has anyone else had this issue?",1,1
57291780507c69054da8e811,"Don't fret the permissions I was hesitant about installing due to the permissions. They aren't nefarious, most of the permissions I was questioning are needed to verify contacts and create keys.",0,1
57291e44507c69054da8eef0,love the concept. But fix this double tap doesnt work on samsung galaxy S6....Until then ill have to keep the blur down to zero.,1,1
5729c328507c690b8e0bd713,My favourite app which my phone can't live without. The 1st app I install after ROM/phone change. Cpu notification is not visible under marshmallow?,0,1
57291362507c69054da8e481,Best game ever Thanks,0,1
57894bfb819cb706b00a7a3a,Best Lockscreen I don't like Samsungs this one seems better to me.,1,1
57291f4f507c69054da8f008,"The Best Really liked it high resolution wallpapers, after update yes finally it do not crash!!",0,1
5729c305507c690b8e0bd704,"Very Powerfull and Easy to use. Cannot view or set CPU Min/Max frequency, 'Kernel Adiutor' can. **Please show the [Application Details] interface (shown above) in App manager long-press app entry, it can do the Cache and Data cleaning, no need for separate Cache and Data cleaning options. Note 5. Lp5.1.1. Systemless root. Thanks. Great responsive developer.",1,1
57290daa507c69054da8de42,OK app but... Would be great if there was a library display that showed the covers.,0,1
57894829819cb706b00a763b,"Nice in theory, unfortunately none of the plugins I've tried work properly, and even when it's just using local pictures it's apparently using the most battery of any app on my phone! I also wish there was a finer control on the blurring, there's quite a big step between not blurred and the smallest amount of blurring you can get.",0,1
57893e53819cb7066ab4026a,Use the scroll of wipe out when you get to a merchant and steal all his things,0,1
57290db6507c69054da8de53,Won't Zoom Enough The largest a page will get is the screen size of my galaxy s5. Kinda dumb.,1,1
578937a2819cb7066ab3fb30,"Finally perfect blocker for samsubg browser galaxy s5 etc Finally. This works perfect. Some of my fav sites to browse were killing me with stupid slow loading, animated ads that even interrupted my music! I was so fed up... And this actually works! I dont even normally do reviews but im so happy right now just tested this and its stopped all ads immediately.",1,1
5789500b819cb706e9239742,"pls fix some bugs... I use my android phone to run a ubuntu environment. But when I want to reset my password, I can't enter my new password.",0,1
572912aa507c69054da8e3de,Best I can find of it's kind. Used it on my Nexus 7 II and now I'm putting it on my One plus One. It does what I was looking for and doesn't affect the battery. Great app.,1,1
57894c5a819cb706b00a7a8c,Virus It's a virus. Once you install it it will never get Uninstalled forum your device until you reset it. Useless.,0,1
572911e7507c69054da8e304,Did not work. Galaxy S3. Did not work no matter the settings. Great concept..,1,1
57291847507c69054da8e8fd,"Simply the best This app, unlike some others, just works, no messing about, no contacting support...it just works...what more do you need?",0,1
5729bfd6507c690b8e0bd3c5,"Best option for Moto Display functionality This is the best option for those looking for Moto Display for non-moto devices. I'd gladly give 5 stars as I'm sure a lot of hard work goes into this app, but functionality seems diminished by my finger print security requirements. If I want to use Nexus Imprint then I am required to use a lock screen that employs added security PIN or pattern. Sometimes I'll unlock via the finger print scanner and it will open, but sometimes it'll only open to other lock screen and require my pattern to open. Thanks!",1,1
5729c282507c690b8e0bd662,Works well Goes well with any background and has a lot of options,0,1
57291ec8507c69054da8ef9c,Thumbs Up Some Really Good Wallpapers,0,1
57893c3f819cb7066ab4001d,Awesome and the best For those that experience the no photos problem that means your photos are stored on an external or internal SD card,0,1
57291201507c69054da8e32a,This is a really great app . just make sure you do the correct file path to photos .etc. I highly recommend it ! Very nice app !,0,1
5729124a507c69054da8e37f,Excellent Terrific Brilliant Perfect,0,1
5729c305507c690b8e0bd702,Must have Every root user need u can tweak a lot of things and it's ad free without u paying so try it Edit:newest update made the dark theme lag and the light theme is smooth plus fix it,1,0
57291edd507c69054da8efb6,Crap. Will not load anything. Worked for two minutes now refuses to load anything. Uninstalled.,0,1
57894c45819cb706b00a7a72,Except that the plus button in the widgets tab doesn't work That is all. Loved it as a glance screen-like addition for Android,1,0
5729c3c0507c690b8e0bd839,"Great app Love this app, easy to use espesially i use to ping my bandwidth",0,1
57290df6507c69054da8dea9,"Open source, Ads, Site points to spam I \"installed\" just so I can say this, the domain points to those fake search sites and just returns spam/junk and attempts to install fake versions of Flash. My trust from this company is gone, but I have no issues sifting through the source-code to compile and install locally.",0,1
57291034507c69054da8e0c3,Doesn't connect to yahoo or hotmail Useless,0,1
578949a1819cb706b00a77be,Too crashy Too crashy on Android 6 Nexus 5.,1,1
57290dd7507c69054da8de84,Have problems Some cbr don't open,0,1
572911e6507c69054da8e2fe,Doesn't work on my Samsung s6 Loved it when it worked..got a new phone and app says can't load picture. Sad sad sad,1,1
57291bc4507c69054da8ec4a,"Perfect I honestly love it, the variety is awesome, and it being ACTUALLY free makes me feel happy that the creators of this app just like fun puzzle games and think that that should be all there is to it. I wish more companies worked like this one does. Great job",0,1
57291a03507c69054da8eaad,"Can't edit decks properties since the material update. EDIT: thanks for pointing me to the doc but I know how to edit deck properties, it just crashes. After a few more tests I realized note editing is also very buggy. If I want to edit a note, after pressing the tick button it says that the app crashed, it restarts and my edition was lost. EDIT2: checking database did not work. The edit note crashes when editing it WHILE IN REVIEW MODE, don't know if it helps.",1,0
57291e5e507c69054da8ef0f,Double tap doesnt work in note 5,1,1
5729c317507c690b8e0bd706,Samsung SM-T210R Awesome..............,1,1
5729c00c507c690b8e0bd3f2,"It's cool Still needs improvement tho. A bit of lag when locking the phone, it takes a couple of seconds to responde even with the \"no delay\" option. Plus I like the sound when the phone locks and with this app that won't happen. NEEDS PASSWORD. I don't like keeping the secure pattern of Android because it's like having two lock screens and that's just not the point. Other than that it is a great app! Lol.",1,0
57291e2b507c69054da8eed9,Xperia M4 Loving it,1,1
57291240507c69054da8e371,"Driod maxx It doesn't seem to work at all with my Motorola droid maxx. I really love this app, is there anything yall can do?",1,1
57291c3b507c69054da8ecd1,"Used to work perfectly, now won't change the current scrobbling track unless the screen is on. Using Play Music on S6 Edge+ running marshmallow",1,1
5729c426507c690b8e0bd8dd,Pretty good It's very stable and fits perfect with busybox (no root) and droidplot.,0,1
572912b8507c69054da8e3e6,Works great The app had a good amount of effects and feature. Although it does have the problem where it only show one wallpaper on very rare occasions on nova launcher. It could use a better looking UI but that's nothing to deduct a star for. Using a Nexus 7 (2013) and Nexus 6 with Nova Launcher.,1,1
57893a4b819cb7066ab3fda8,"This app is crap! It has nothing to do with Tor. It doesn't function like Tor, as Tor Browser is one of the fastest browsers around. I went to a site and tried to download a simple Anime. And I couldn't get the screen to enlarge, without it trying to load a toatle dif page.",0,1
5729c1e7507c690b8e0bd5b9,"Best SSH Client for Android! I love ConnectBot, but it doesn't work in landscape mode in both directions... Once that works, 5 stars!",0,1
57291707507c69054da8e79d,"Shouldn't need my password Github supports OAuth, which means I should be able to sign in on the Github website securely rather than having to trust some random app with my password. Just saying \"app doesn't store password\" in the description is NOT ENOUGH.",0,1
5729c09e507c690b8e0bd443,Awesome app Just downloaded it. Hopefully this beta version doesn't have too many bugs. Love it so far!,0,1
57290fbd507c69054da8e045,"Not bad Very good when it works! When paired with Orbot, it often seems to trip up and time out, even with a full signal of perfectly good internet access. It also will refuse to load various pages, seemingly at random...still, in spite of these issues, it's pretty nifty and generally usable!",0,1
5729c4aa507c690b8e0bd97f,Simply the best! Used this app for many years when it was run by carnaro and it is still the best! Love it! If you rate this app 4* or 5* consider donating to keep the app alive!,0,1
57894980819cb706b00a778a,Used to be my favorite :( Great app.. or at least it used to be. Literally crashes 7 out of 10 times I attempt to view a picture. Uninstalled. Galaxy S7 running Marshmallow.,1,1
5729be2a507c690b8e0bd227,Looks good,0,1
57894c51819cb706b00a7a84,Add an Always On feature It would be so great if you added an always on feature just like in S7 and LG phones. Would give 5 stars _Ÿ˜‰,1,1
572915db507c69054da8e63a,Excellent Samsung gallaxy s 6,1,1
5729c414507c690b8e0bd8c6,"Works perfectly well Well done Dev, thank you :-)",0,1
578937a6819cb7066ab3fb37,Great app! Very happy with this app and glad someone made this for the stock browser on Samsung phones.,1,1
572918a8507c69054da8e95e,It works. It really works. Not sure aboot the encryption. But it sends texts.,0,1
5729107e507c69054da8e13a,No This doesn't work with my Android watch.,1,1
57291643507c69054da8e6c4,Crashes Used to work well but suddenly crashes on Verizon Galaxy S6.,1,1
5729123e507c69054da8e370,Psr Shupar,0,1
5729c286507c690b8e0bd66b,"Used to work. I need serious help. Dash clock used to work perfectly for me I'm on a galaxy s6 and a recently just reset it due to it getting slow I downloaded dash clock and the weather will not work on the widget it says \"\"\"\"\"\"\"\"weather data currently not available\"\"\"\"\"\"\"\" can someone help me!",1,1
57291403507c69054da8e52c,"Really fun, small rpg. Cool game but frustratingly difficult. Not a long term rpg, only meant to kill small chunks of time. As long as you go in realizing that it's fun.",0,1
57290ebc507c69054da8df78,Do not download for CBR Downloaded onto my Galaxy S3 w/ jelly bean to read CBR files. Constantly gives error message stating no memory left to display file. I now use Comic Rack free. No issues.,1,1
5729c40f507c690b8e0bd8b7,Error -505 Cannot install it from nexus 5 android M,1,1
5729be52507c690b8e0bd24a,"I really like this app, but.. My only complaint is the video player kinda lame , you can't seek forward or backward .. You have to watch the whole video again if you want to re watch a specific part of it ..other than that it's good !",1,0
572917ee507c69054da8e8a6,Amazing app I would love to see swipe right to delete feature.,0,1
5729c117507c690b8e0bd4f4,I want red primary and secondary the other orangish color is ugly and take off that refresh to view folders with a quick change like an added or removed file from another app Plz give us a red primary and secondary color,0,1
57290f54507c69054da8dfe6,"Clean controls, cbr problems It's relatively quick and has nice control settings, but I find it often has odd memory errors in cbr files that prevent their viewing. Perfect Viewer has no problem opening the same files, but I find the usability of this app to be superior - when it works.",0,1
572917a0507c69054da8e83f,Feels good Way better than the messaging app on my HTC. Glad I didn't have to trade ease of use for encryption.,0,0
578937be819cb7066ab3fb5b,Works great When I tried the pre-May 23 version on my S7 edge there was no noticeable ad blocking whatsoever.. but this version works perfectly so far...,1,1
5729138f507c69054da8e4b1,I have a suggestion!!! 1 complaint: starving too fast u gotta do somthing. Now to the suggestions... #1 add 1 more classes to each char pls like warrior:brawler(attacks effectively barehanded or with a knuckleduster) & rogue:thief (which can steal stuff from enemies randomly) mage:summoner(summons some sort of creature at the expense of hunger) huntress:amazon (can use spears as throwing weapon) well hope u read mu suggeation I still have more if you want,0,1
57290f19507c69054da8dfb6,Worked well...What happened? I had used this app to read comics on my Nexus 7 for the last couple months but now suddenly I keep running into problems where a few pages in and an error prompt comes up. A nearly flawless app now suddenly unable to read anything entirely.,1,1
57290e3b507c69054da8df01,Good idea lots of errors Keeps giving me memory issues on the nexus 7 not terribly impressed. Images constantly rescaled despite setting it not to.,1,1
57894975819cb706b00a7775,"Once one of the Greats This used to be my go to app for wallpapers. Absolutely loved it but seems to now be unusable with Marshmallow have tried the app on a Nexus 6p, S7 Edge and OnePlus 3. Same issue constant crashes when loading images and often won't save. Would love to see it great again!",1,1
572915e4507c69054da8e654,Still the best,0,1
572912ff507c69054da8e42f,Almost worked 1 photo showed up and then it stopped working after switching to a different screen. Nexus 10 is a no go.,1,1
57893a4e819cb7066ab3fdad,"Great app, but maybe add an option that will only take you to mobile sites. Other then that brilliant app _Ÿ˜_",0,1
5729c0ca507c690b8e0bd482,"Could be the one... Now that ES file explorer has decided to be full of bloatware and useless crap, I am looking for a solid alternative. Amaze already has the SMB support I am after, add on SFTP and Dropbox support and this will be perfect.",0,1
57290d8d507c69054da8de13,"NÃ£o funciona Ele embaralha algumas imagens, e simplesmente nÃ£o dÃ¡ para ler nada, nÃ£o recomendo",0,1
57291ba5507c69054da8ec1a,"So much goodness in such a concise package. The controls are a bit rusty for some puzzles, but nothing major.",0,1
57291f86507c69054da8f01d,Wow. Best wallpaper app!,0,1
572911e1507c69054da8e2f8,"Does half the work on Note 4 It changes pictures normally, but setting individual screen settings doesn't work. It'll always read common settings or screen 1 (if it was configured). I still use it, but I miss been able to have a different picture per screen.",1,1
57290db6507c69054da8de55,"Almost perfect It does precisely what it should do. Reading left to right and vice versa. Opening different types of extentions. However it will not open files when out of memory, especially if it contains over 200 files. Still good though. Samsung galaxy young*",1,1
57290dff507c69054da8deb4,Awesome Best one I tried,0,1
572919dd507c69054da8ea76,Great App to learn anything Thanks is not enough for this app developers..,0,1
5729c288507c690b8e0bd670,"Couldn't figure out how to enable it Samsung Note 3, Android 5.0",1,1
57291ef1507c69054da8efd7,Too many crashes! The app hangs and crashes frequently when opening or downloading high resolution images. Cannot browse any further once the app crashes as i have to scroll down to the last image everytime it crashes. Using Android 5 on Galaxy S5.,1,1
5729c2bc507c690b8e0bd6b2,Perfect One of the most useful apps ever made,0,1
57894995819cb706b00a77af,Getting crashed a lot plz help,0,1
57291e58507c69054da8ef06,How about the lockscreen?,0,1
57290f01507c69054da8dfa1,Slow Very slow,0,1
57291db7507c69054da8ee5c,Stops working on s7 edge,1,1
5729106c507c69054da8e10e,Nonsense app Bekar,0,1
57290ebc507c69054da8df79,"Poor Worked fine on Nexus 7 for a few days, then started crashing at every start up due to a memory error whereas other readers still work fine.",1,1
578937a9819cb7066ab3fb39,Shite Doesnt work. Straight away a stupid virus ad popped up to take to to some bs app in playstore. Crap,0,1
