_id,reviewText,PREDICTED_MEMORY,CORRECT
57290e9f507c69054da8df5f,FC on my very first comic Tried opening CBR file (the reason i downloaded this apps in the first place) only to see if Force close after about 15 seconds -- Still on the first page. Some memory error thingy and asking me to try again shortly. Tried again 1 minute later and still the same. Saw the apps description say BETA for CBR? Hmmm... Not really impressed with this apps. Installed Moon+ to try out. No crash. So... Bye.,1,1
5729c03e507c690b8e0bd418,Not consistent I wanted to like it. I like the simple interface but the problem is that this works randomly sometimes I saw it sometimes I didn't. It would constantly go from this to my normal lock screen.,0,1
57291db7507c69054da8ee5f,Good But bug report I can't have the wallpaper as a lockscreen wallpaper on my one plus two hope you guys can fine a way around it its pretty annoying! But the app itself is great! Would recommend!,0,1
57291b4a507c69054da8ebcc,Great app A budget management feature would be great!,0,1
57291a7e507c69054da8eb1e,This is elegant and easy to use. I am a fan. There are few bugs but not restrictive.,0,1
572916c9507c69054da8e75c,Simples Just Works (tm),0,1
57291e05507c69054da8eeaf,Works sometimes Most times it doesn't update the wallpaper or will not change manually either. Pretty big bug.,0,1
57290f9e507c69054da8e00e,I think its sneaky and shady Private browsing,0,1
57290e04507c69054da8deb9,The idea is nice but the actual app needs some work. Was flipping through a comic last night and only reached page 100 when it complained about running out of memory. It told me to either unpack the archive or close the app and run it later. Why even bother with a cbz viewer if you have to unpack it all to view it? I'd just use the gallery on my phone and flip through pictures.,1,1
5729bf64507c690b8e0bd35f,Can't delete I've done what the app said but still can't delete it,0,1
572913fe507c69054da8e524,Highly addictive Fun to play and don't cost much space,1,1
57291cf6507c69054da8edca,Bring back winamp support. I still use the winamp app on my phone. So I'm losing many scrobbles. 5 stars if you bring back winamp support.,0,1
57893a3e819cb7066ab3fd8f,Love it! It's one of those few Apps you 'll love to have!,0,1
5729115f507c69054da8e250,Great! PSI Rockin!,0,1
5729134d507c69054da8e463,Fun game Challenging yet simple to understand. I like it.,0,1
57893a3b819cb7066ab3fd86,Just fantastic:,0,1
57290f3a507c69054da8dfce,Memory error Keep getting a memory error on my s3...,1,1
57291031507c69054da8e0bb,"Functionally good, the new update is an improvement. The talk-bubble chat window look is terrible, however. Simple text chat windows have worked for decades, reducing usable screen space and adding a distracting background is in no way an improvement. In the least this visual mess should have an option to revert to the old, easy to read, space-efficient layout.",1,0
572916fe507c69054da8e789,"Very good Been using the official app for some time but it lacked a lot. This is very, very good! Thanks!",0,1
572917a2507c69054da8e846,Not able to call Having problems calling. What can be wrong?,0,1
5729c32f507c690b8e0bd71f,Good Simply good app! :),0,1
57290f04507c69054da8dfa4,"Out of memory error It's quite useless as I always get the out of memory error eventually, which doesn't happen with other apps.",1,1
57291985507c69054da8ea16,Like it!,0,1
572910d5507c69054da8e190,Awesome I love earthbound. This live wallpaper will always bring memories :),1,0
57291dd2507c69054da8ee7c,"Problem! Please fix! When double taping on home screen the focus doesn't change, i use samsung galaxy s6! Help! I would give 5 stars if this work with me _Ÿ‘ç",0,1
5729bdaf507c690b8e0bd1b1,"Overengineered and doesn't deliver Syntax highlighting is slow and causes the keyboard to reset all the time. Also completely disables any recommendation function custom keyboards have, and the UI tries to be pretty, but fails.",0,1
5729183e507c69054da8e8f8,"Single device solution Unlike other encrypted and unencrypted messaging solutions, Signal doesn't seem to permit simultaneous multi device or multi platform use: can't have it working on Android and iOS at the same time. That's not really a complaint other than to say that the lack of cross platform integration means I fall back to less secure alternatives which provide desktop and multiple mobile notifications simultaneously.",0,1
572919d6507c69054da8ea6a,"Quizlet import? I already have existing decks on Quizlet and I don't want to re-make my decks. However, I love AnkiDroid though, so please add a Quizlet import option!",0,1
5729c0f8507c690b8e0bd4be,Better if add more setting about view,0,1
57291d97507c69054da8ee32,Great app! One of the best apps I have installed. Big thanks to the developers!,0,1
57291784507c69054da8e818,Well done This is instant messaging done right. Great job!,0,1
5729c2d1507c690b8e0bd6be,Besttt,0,1
57894bb9819cb706b00a79e5,"Useful I love the simplicity, but I wish there was a pin lock for it.",0,1
57290e72507c69054da8df33,Worst Doesn't even detect large files,0,1
5729c09a507c690b8e0bd43e,Nice ! But.... First I'd like to suggest to disable that home button action because it turns the lock screen off......and adding some shortcuts on the lock screen would make it very good..i hope you do it in next update..,0,1
572915f8507c69054da8e66e,"Battery Bot Usually wait to vote, but I really like this app. It's easy to understand",0,1
572911cd507c69054da8e2e9,Like these wallpaper thingie,0,1
5729c248507c690b8e0bd614,penis penis,0,1
5729c28d507c690b8e0bd67a,"Weather extension Great app, but the weather extension stopped working..",0,1
572917a0507c69054da8e840,"Combined apps amount to less usability From an users point of view, that new package is not attractive.",0,1
57291572507c69054da8e5f0,Garbage Most unbalanced game I've ever played. High difficulty from the beginning instead of increasing difficulty with levels. Not fun.,0,1
5729bf3b507c690b8e0bd337,Great app!Can you also design an app that works like the Always On Display feature of Galaxy S7?,0,1
57290eca507c69054da8df85,"Issues lately I've had a ton of files not work on ACV lately, even after clearing memory. I thought they were corrupt files till I tried perfect viewer. Needs fixing and I'll fix my review.",1,1
5729bf9e507c690b8e0bd397,Perfect!!!!,0,1
5729c17c507c690b8e0bd558,It's the best clipboard app Add sync with Google account it will amazing _Ÿ‘ç,0,1
57291cbd507c69054da8ed87,"This app is a joke Ugly ads. Everything in settings opens up a window in my phone's browser, which would be bad enough but the website is awful too. Plus there's no way to turn off the persistent notification, so now I have to have it taking up space on my notification bar. I just want it to run in the background.",1,0
57290e0f507c69054da8dec6,"Love the format, hate the stability As I said, great format and user controls. But almost every other page of any comic I get either a memory error or a corrupted data error. Fix that or this app is useless. I like the features just wish I could actually read through an entire comic with out some BS. Will be switching to a different app and uninstalling this until it is made useable.",1,1
5729becb507c690b8e0bd2c1,Its really great and quite stable,0,1
57290f3a507c69054da8dfd0,"Petty good, but few hiccups. This is an awesome reader. Every now and then ill get some kind of error trying to load certain files, but when that happens I just usually use an alternative reader. I'll be updating to the premium version for the hell of it.",0,1
57291c60507c69054da8ed12,"Fix it Never had an issue with this app, always run correctly, but today it stopped and I can't scrobble anything. Fix it please, last fm is my life.",0,1
5729beac507c690b8e0bd290,Good but has some issues with marshmallow I used this on my old phone and if was flawless and I loved it. Now I have switched the the nexus 6p and am having some trouble. I noticed that sometimes when I had ac display activated I would not be able to use the finger print sensor even after I unlocked ac display and had to do a password. This is very frustrating so I cannot use ac display.,0,1
5729c272507c690b8e0bd649,I've noticed the weather extension doesn't update on my Nexus 5 and Nexus 7 (2013),0,1
5729bfe6507c690b8e0bd3d1,Lots of update needed I like this app alot but everytime i use it i am disappointed firstly the app acts as a cover and not as a lockscreen replacement if u press the home button the app is gone nd second reason is that it whenever i get a phone call the details are not visible i have to press the lock button lo see the details... Please look into these matters as quick as possible so that j can switch back to the app,0,1
57894e1d819cb706b00a7bc1,"Important options have been removed! 1. The move option has disappeared, can no longer move folders around. 2. When using the cut and paste option instead. It keeps showing as unsuccessful? 3. Shows my sdcard again which is good! 4. Actually going to uninstall this until fixed.",0,1
57291ab5507c69054da8eb4b,"Great App! Been using it for more than an year now. But Please implement a way to get a filtered list of the transactions...like, all transactions linked to an account when clicking on the account name. Or all transactions in a category when clicking on the category name in the report. Please do this if possible!",0,1
57291bfe507c69054da8ec8d,Free Software,0,1
57290e25507c69054da8dee3,Good for the price It is fast but there's a lot of memory issues especially when trying to read a large comic book with over a hundred pages,1,1
5729c471507c690b8e0bd940,excelent make sure help,0,1
5729bf39507c690b8e0bd334,"You should add clear all notification button. I think, it will really useful. Overall. Great app!",0,1
57893c47819cb7066ab4002a,Very nice app Hello.. Please add an feature to set transition effects also in pictures slide show.,0,1
572911c3507c69054da8e2dc,NEEDS AN UPDATE... Please support lollipop..,0,1
5729c0c1507c690b8e0bd46c,"Why does it always open on Root folder? I have not enabled root access, yet it always opens from root folder. I want it to always open from phone memory, and have the other tab as external sd card",1,1
578937b8819cb7066ab3fb51,Seems to work now Did not work previously but ever since the update seems to work very well. Thank you,0,1
5729bd93507c690b8e0bd18d,Text markup slows down the app Please allow option to disable text color mark up. This slows down the view and causes missing letters when editing text.,0,1
5729bdb2507c690b8e0bd1b2,This app is very good but i cann't run the code how can i know if the code is not working so go back and make same changes thanks you will get 5 sters its very good app,0,1
5729c10d507c690b8e0bd4e3,Update for Android Marshmallow App needs an update for android marshmallow. It is not showing SD Card and internal memory contents properly.,1,1
57291e42507c69054da8eeec,Best Live Wallpaper Application Trust me its the best live wallpaper application on android market right now. Install it with your eyes closed. You wont regret it.,0,1
57291652507c69054da8e6dc,Thanks Fixed New version works again s in 4.2,0,1
57291375507c69054da8e49c,AMAZING,0,1
5729117b507c69054da8e268,Vivek soan Very good app.,0,1
5729be93507c690b8e0bd285,Just one thing! Please add finger print direct unlock without swipe!,0,1
5729bda2507c690b8e0bd1a3,Buggy and slow,0,1
57291c74507c69054da8ed37,Doesn't work. Crashes before it can open.,0,1
57290dff507c69054da8deb2,This comic viewer is different to many others... It works!!! 5 stars...,0,1
5729bdc3507c690b8e0bd1cb,Question Is there a limit to lines? Because I've been trying to type and it doesn't let me type i have 270 lines and more than that it wont let me add more.,0,1
57894bd3819cb706b00a7a05,Where's the admin Man u admin... Iv been using the app fr almst a yr... that's a pretty wrk dude.. loved it..if u can make it wd secured lock screen wud b grt..even thou its worth 5 star dude,0,1
57291ee3507c69054da8efc2,Nice Available in lots of resolutions and aspect ratio!,0,1
5729bfbd507c690b8e0bd3b3,Awesome Simple and usefull app.. Just love it..,0,1
572912d2507c69054da8e40a,Doesn't show my pictures.,0,1
57291112507c69054da8e1f7,Nice job!,0,1
57894c0c819cb706b00a7a42,Worst app dont install I installed it and it became device administrator. Now there is no way to uninstall it. It sucks... hangs my phone...worst app...,0,1
572917a8507c69054da8e84f,"Must Use App It isn't just that this app is a pleasure to use, it is also a must use app in the post Snowden revelations era. Sometimes the service misses notifications but it never misses messages itself",0,1
572916c2507c69054da8e750,Functional but UI is stuck in Gingerbread era and it still requires use of menu button to access option.,0,1
5729c008507c690b8e0bd3ef,Best app. But please add more features!,0,1
5729c317507c690b8e0bd707,"Great App. This is an extremely well-developed app, & free w/no ads. Hope to see a couple more features added in the future, but I highly recommend it. Permanent part of my phone toolkit now. Thanks!",0,1
5789501d819cb706e923976e,Meh,0,1
57291dac507c69054da8ee4a,"High Memory Usage Great app, but uses 85-120mb of ram, even with blur and dim off. Needs to always be in memory, so really not ideal.",1,1
57291cca507c69054da8ed92,Stoped scrobbling On powerapm since like two months ago,0,1
572910da507c69054da8e19c,Great app! Works beautifully. I've had zero issues with it and it looks like it will continue to be that way!,0,1
5729180d507c69054da8e8c6,Best texting app I have tried Works very well. Just wish it had a private mailbox.,0,1
57290fc4507c69054da8e04b,full of ads,0,1
57291148507c69054da8e237,"Awesome App Small download, works well and appears to be light on system resources. Also, EB nerdgasm.",0,1
57291319507c69054da8e43a,"No longer works like it used to... I used to use this app to have some of my pages wallpaper dim while the main one was bright. This no longer works and I even tried the donate version but nothing. Used to love this app out of all similar ones but now it's missing the things I used to use, such a shame.",0,1
572911c0507c69054da8e2d8,COOL!! This damn app... is working great at my phone... it good! Thnks to the creator of this^_^,0,1
57893a43819cb7066ab3fd9a,"Duckduckgo Only one permission, unlike Google and shitbook.",0,1
57291146507c69054da8e233,"Just brilliant So simple, but so perfect. Mother 2 is my favorite game of all time. If you could add Mother 3 characters/enemies, whether it's in this wallpaper as a update or a separate app, I'd happy pay a buck or two for it. :)",0,1
57291ee6507c69054da8efc7,very nice app and very smooth i really like it wish there was a lot more apps at this quality do these guys make any other apps,0,1
5729c38b507c690b8e0bd7c3,Can we? Can we use meterpreter commands?,0,1
572910e0507c69054da8e1a6,Pretty convincing recreation of Earthbound's battle artwork.,0,1
5729193c507c69054da8e9df,"Very good, there are a few features missing, however end to end encryption is great.",0,1
57894c42819cb706b00a7a70,"Moto's display lacks the looks when it comes to this This is a great little handy app, the only problem I'm facing is the wave to wake feature, it isn't working properly for me, hope this issue is looked into for the next few updates",0,1
5729bf46507c690b8e0bd33f,This would literally be the perfect lock screen app IF it had slightly more customization. Let us be able to change the icons and notification highlight color and this would be a 10 star app. PLEASE add these 2 things!,0,1
57291345507c69054da8e45b,"8 bit Rogue like but not Rogue Fun but has many detractors IMHO. Wait is on lvl 1(Can not be killed), Food is scarce(Death by starvation), If you make it past the ooze of dodging and find the shop on lvl 6. The prices are unaffordable. Was fun, but during on lvl 1 gets boring.",0,1
5789500e819cb706e923974c,just like it,0,1
5729118c507c69054da8e28b,Perfect Just what I was looking for. This is the coolest app around. I'd been trying to find one like it for a while. Thanks to the genius developer.,0,1
5789414a819cb7066ab40561,It's cool but... I'd suggest adding a feature to capture only a specific process individually (per app). Other than that it's very helpful indeed. I discovered and fixed many FCs in various apps using Catlog.,0,1
57290ff6507c69054da8e082,Facebook died Well seems facebook killed for eternity the protocol xmpp. Now only give authorization error and seems nothing we can do about it. What i know is that me will not install their app full of crap permissions,0,1
57291959507c69054da8e9f6,Great app Ù…Ø¯ØªÙ‡Ø§Ø_Øª Ú©Ù‡ Ø¨Ø§ Ø¢Ù†Ú©ÛŒ Ø¢Ø´Ù†Ø§ Ø´Ø¯Ù… Ø§Ú¯Ø± Ú©Ø_ÛŒ ÙÅÙ‚Ø· ÛŒÚ© Ø¨Ø§Ø± ÙÅØ±ØµØª Ø_Ù†Ø¯Ú¯ÛŒ Ú©Ø±Ø¯Ù† Ø¯Ø§Ø±Ù‡ Ù…Ù† Ø¨Ø§ Ø¢Ù†Ú©ÛŒ Ú†Ù†Ø¯ Ø¨Ø§Ø± Ø_Ù†Ø¯Ú¯ÛŒ Ù…ÛŒÚ©Ù†Ù…,0,1
578940fe819cb7066ab40508,Recommended over the stock version because of included calculator widget.,0,1
5729c0bd507c690b8e0bd467,Replacement for ES File Explorer If you're tired of all the BS that keeps getting shoveled into ES File Explorer this is the app you're looking for.,0,1
57291ba6507c69054da8ec1c,"So cool My only friend when im bored. Simple interface, easy to play. Great app.",0,1
5729bf09507c690b8e0bd308,"Probably the best of it's kind, but It glitches often. When I press an icon, the notification doesn't always appear, can't always get past the lock screen either. Perhaps it's not updated for Marshmallow, but it's so close!",0,1
5729bf7e507c690b8e0bd37f,5 stars if pw lock is built in,0,1
57291a68507c69054da8eb09,"No, just a star for you",0,1
57291576507c69054da8e5f3,Great Open Source Rpg Retro Graphics. Mods. So much to love.,0,1
5729c13b507c690b8e0bd52b,The best!,0,1
57291ca4507c69054da8ed6c,"Annoying App won't shut down once it's been started unless you restart you're phone, and it's pretty much useless. Deleted, and will disable service from all programs.",0,1
57291800507c69054da8e8b9,Great protocol for security communication... Integration is easy and straightforward. I recommend it to everybody.,0,1
5729c1ff507c690b8e0bd5f0,"Can't use latest version I used to love this app, but installed the latest version on my new Galaxy 6 and can't use it because it won't let me navigate the filesystem to import a key.",0,1
5729be90507c690b8e0bd281,"Great! I love how the simplicity applied in this lockscreen gives the idea of a cool way technology works. Just that can you help apply password features to make it look more of a 'lock' screen. Other than that, it's 110% awesome! Thank you!",0,1
57291701507c69054da8e793,This is still the best GitHub thing.,0,1
578937ae819cb7066ab3fb40,Works great but builds up a massive cache over time. The amount of space this consumes is huge.,1,1
57291b3b507c69054da8ebc3,"How to restore my old data with this new version already i using this apps my old device, in my new how to i restore this data. it not supporting",0,1
57291184507c69054da8e282,"Perfect, simple and works great Even many plugins, you can get pictures from panoramio near you whiteout doing nothing... Obviously paid donation cheap version, it worth less than 2 bucks...",0,1
5729c161507c690b8e0bd53b,5 star deserve after take in consideration the below Kindly if can provide shortcut to launch the app from anywhere with editing text ability in multitask mode (use a third party app or a custom launcher to assign the shortcut to a button or a gesture),0,1
578937b5819cb7066ab3fb4f,"Popup... Getting a popup as soon as I open the Samsung internet browser... \"\"\"\"\"\"\"\"Blocker or unwanted content not available..\"\"\"\"\"\"\"\"",0,1
5729c461507c690b8e0bd928,Just what i needed,0,1
57290e80507c69054da8df3c,"Decent Reader, Not for Archives It usually runs out of memory when it comes to archives in general. If it does open the archive, then there is a chance for corrupted images full of artifacts. The back button doesn't behave like it does in other apps, causing mistaken exits highly likely. In the file manager, make it go up a level. In the comic viewer, make it, by default, go back a page or exit the comic, but stay within the app.",1,1
5729c3a4507c690b8e0bd802,Great tool Good one,0,1
5729c197507c690b8e0bd581,I wish Native Clipboard and Clip Stack could have a baby together to become the best clipboard manager as they both have advantages over the other.,0,1
57290e19507c69054da8ded8,"Keeps crashing on cbr files Close to giving up on this app...it keeps failing to load multiple pages in cbr files, running out of memory or something. When its the first page that can't load, there doesn't seem to be a way of loading _any_ pages.",1,1
5729c3c1507c690b8e0bd83d,He gave me 100 dollars to rate..,0,1
5729c424507c690b8e0bd8dc,its an awesome app,0,1
57291b42507c69054da8ebc7,"The Most Efficient Finance Management App Separated Accounts, Simple Chart Report, Tagging and many other useful functions built inside a very friendly, nice and easy-to-use interface make Financius so extraordinary and outstanding for those who always get confused why is their wallets so thin at the end of the month.",0,1
5729c004507c690b8e0bd3ed,Add 1 feature double tap on screen to wake up your phone and i can't use double tap to sleep phone on any screen,0,1
57290fe8507c69054da8e06f,"Needs to be updated. Google has disabled logging in through the app since it does not use a supported authentication mechanism. I'm still going to leave a 5-star feedback because of how well designed the app is. Developer, please fix the authentication issue. -- Old Review -- Simple yet functional. Best of all, it's open source! A dark theme would be great though. Great work.",0,1
57291beb507c69054da8ec71,Good times Great free app,0,1
5729c2a4507c690b8e0bd692,"Awesome Great app, but i have a problem that its always showing that i have an SMS while i dont have any...is that fixable as its really annoying",0,1
57291ab7507c69054da8eb4f,Great app It's great but having income reports and yearly month overview wouldn't hurt.,0,1
5729bf25507c690b8e0bd325,RESPECT just one feature that i would like to be added is the always on display just like the new s7 please!,0,1
57894bba819cb706b00a79e6,Home button,0,1
57291a54507c69054da8eaff,"Please allow to review the transactions of a certain account and category Great great app .. It allows income and outcome , several accounts and backup, it has easy access .. beautiful design .. it only could be better if it allowes to view the transaction for a certain account or a certain category rather than reviewing them all at once .. then it would be PERFECT and I'll advice all my friends and loved ones with it and it'll deserve 5 stars FOR SURE",0,1
5729c110507c690b8e0bd4e8,"Awesome! I have a suggestion, please when i select multiple folders, give an option to see the properties or total space used",1,1
572918d8507c69054da8e988,Covers basic assumptions Talking privately is fundamental human right. Criminal actions should be monitored on action. Not as a pretext for sensorship or for snooping into privacy,0,1
57291ba7507c69054da8ec1e,Great work Always wanted an app like this. Best time-killer,0,1
57291d94507c69054da8ee2c,Lags on lockscreen I almost absolutely love Muzei but its laggy on the lockscreen. Like it takes more than a second to unlock from a sleep state.. Please fix,0,1
57290de8507c69054da8de97,Pages look corrupt.,0,1
572913a6507c69054da8e4d2,Love it mann... is there any game like this??,0,1
5729bf88507c690b8e0bd38b,No security No pin no pattern lock why?,0,1
57290e2e507c69054da8def5,Way better than moon+ reader,0,1
5729c484507c690b8e0bd951,Excellent Job !!! Love this app. &lt;3,0,1
57894c4c819cb706b00a7a7a,Requested feature Please add some sort of pin lock to the lockscreen,0,1
572915f7507c69054da8e66a,GREATEST APP EVA Accurate does not take much space! GOOD JOB!!!!!:):):):):):,1,1
5729111b507c69054da8e1fd,Fantastic Very faithful to a great game.,0,1
57290fb1507c69054da8e02f,Love it but The app uses a lot of background data and a lot of background battery. Love everything but this hope this is fixed in an update.,0,1
57290dcf507c69054da8de72,Deadpool I've read every appearance thanks to this app.,0,1
572919cc507c69054da8ea5f,"A champion app This is the single best app on Google Play and along with its PC brother Anki the best on all of the internets in our Solar System and beyond. I use it daily to learn languages, programming and to memorize various data that I just want to remember, and it's just flawless for that purpose. Using it truly changed my life. It's not one of the easiest apps, though, so it doesn't harm to be a power user if you want to exploit all of its features.",0,1
572913ca507c69054da8e4f5,The original and best,0,1
5729bf46507c690b8e0bd340,"Awesome app This app is wonderful. It's simple, attractive and very functional. I love the way the glimpse of your notification appears when you touch on the icon and vanishes when you take your finger away. Then darkens to remind you it had already been checked but doesn't disappear entirely until you actually check it.",0,1
5729be0d507c690b8e0bd208,"Compact, dependable, good features",0,1
57291b4f507c69054da8ebd3,Stupid update!!! The developers have gone mad!! Have you guys ever heard about user acceptance test or UAT ?!? How could you make a moderately efficient app so stupid?!? For example I have only one account still I need to click and select that one damn account?!? If I select food category and want groceries as tag then I will have to scroll from a to g all tags?!? Why?!! I have selected food show the tags relevant!! Why do I need to select account if I have only one?!? Searching for an alternative will uninstall asap.,0,1
5729164e507c69054da8e6d1,"works as intended Seems to do fine preventing apps from starting up automatically. 1 star down since it didn't find the Carrier IQ process (IQ Agent Service) which is what I really wanted to kill (IQ starts GPS at will and logs different data). If this app could kill IQ, I would give 5 stars. If you're wondering, I downloaded \"My Android Tools\" to disable Carrier IQ. Haven't seen it pop up yet, and it's free (with ads).",0,1
57291b09507c69054da8eb93,"great job! this is really great app, and you are developing it yourself, congratulations! i am very happy there are different currencies and customization of accounts and the UI is beautiful. i just started using this today so i can't really tell if this app will suit my needs but for now it looks promising. i will be happy to pay for this app in the feature if it turns out to work good, you deserved it! also it would be nice if you put icons for transaction categories. other than that i see no flaws (for now)",1,0
57290deb507c69054da8de9a,"Ehhh An app that tries to let you read comics on mobil but suffers a lot of memory issues and crash errors. Sometimes it works, sometimes it doesn't. And when it doesn't it's usually in the middle of a comic. Frustrating",1,1
57291102507c69054da8e1e0,Perfect!,0,1
572914b4507c69054da8e5c0,Really fun,0,1
5729c2aa507c690b8e0bd69c,"Love it but it is not working on new phone I have a new s6 with 6.0 and I tried to install dash clock which worked, but the clock is not expanding when I resize. Any ideas?",0,1
5729c269507c690b8e0bd635,Alfonso,0,1
5729bf5b507c690b8e0bd351,"Have to wait at stock lockscreen also dynamic background doesn't work Whenever I wake my phone I have to wait a good 2 seconds for the acdisplay lockscreen to appear. Other than that, the design is very good and it would be amazing with this big sorted out. In addition, the dynamic background feature doesn't work I just get a black background",0,1
57291d8c507c69054da8ee23,"Crashes I use this so as my default wallpaper app, but lately it has been crashing like crazy, and I have been reporting it every time it crashes, please fix it, I hate my static wallpaper now.",0,1
5729be32507c690b8e0bd231,"Good but... Really needs a \"\"\"\"\"\"\"\"go to first (or top)\"\"\"\"\"\"\"\" command to quickly get to the top of the timeline..",0,1
5789443f819cb706b00a71ff,Good app and no ads in free version It was my favourite app ever.,0,1
57291df8507c69054da8eea2,"Not compatible with Android 6 The wallpaper rarely changes with Android 6, worked perfectly with 5.",0,1
572910f3507c69054da8e1ca,Awesome!,0,1
5729bdbf507c690b8e0bd1c8,really nice editor really like it......... add ability to have more than one bookmark and it'll deserve 6 stars,0,1
5729bf9b507c690b8e0bd393,Love it It's great I just wish it had a password option,0,1
57291e9d507c69054da8ef4e,Good Almost every picture,0,1
57290fec507c69054da8e075,f### hangouts use this to chat with gmail contacts. has proxy support.works with wifi. best of all - this works exactly like good old gtalk.,0,1
5729125d507c69054da8e395,The best ! Easy to use,0,1
5729bfd1507c690b8e0bd3c1,"the best... the best lockscreen ever,it's the best",0,1
57894f8f819cb706e92396ba,Best to identify memory and cpu hogging apps 5 star! Ui update would be nice.,1,1
572912cd507c69054da8e3ff,One of my favourites Where'd this app go? It was one of my favourites & I can't install it onto my new phone.,0,1
572916cc507c69054da8e766,The app for the job. Nuff said.,0,1
57291d19507c69054da8ede5,Cool App though the show updates are off at times but love the app otherwise.,0,1
