_id,reviewText,PREDICTED_PERFORMANCE,CORRECT
57291b9d507c69054da8ec0c,EXACTLY what we ask for! A bunch of games for free with absolutely no ads!? Yes please! !,0,1
5729118e507c69054da8e290,Nice app Simple n nice features. Loved it.,0,1
5729c012507c690b8e0bd3f8,"Good app But very hungry, uses loads of ram. And don't like the notification which says it's active.",0,1
578937a2819cb7066ab3fb30,"Finally perfect blocker for samsubg browser galaxy s5 etc Finally. This works perfect. Some of my fav sites to browse were killing me with stupid slow loading, animated ads that even interrupted my music! I was so fed up... And this actually works! I dont even normally do reviews but im so happy right now just tested this and its stopped all ads immediately.",1,1
57291c66507c69054da8ed18,sucks won't let me make an account,0,1
57290e82507c69054da8df3f,Error straight from the start. RAR out of memory error on Nexus 4. Restarted as instructed. No effect. App sent into the future from year 1994.,1,0
5729c335507c690b8e0bd72f,Equivalent to task manager of windows Hands-down a must-hav for power users...,1,0
57291744507c69054da8e7d2,Great but.. Great sms app but disappointing lag on start up and opening messages from notifications.,1,1
57895034819cb706e923979c,"Modifier keys no longer work With the most recent version of Google Keyboard, the modifier keys, e.g. vol-up+c for ctrl+c, no longer work. It also sometimes freezes upon startup.",1,1
5729bfd8507c690b8e0bd3c8,Best lockscreen on the playstore. Minimal in looks and resource usage but not in function.,0,1
5729c123507c690b8e0bd50c,"Totally Loved it! Very nice app and has quite improved since I saw it last time. Gives access to all kinds of files, just great. Like MiXplorer but much better looking!!!",0,1
57291ebf507c69054da8ef8d,"I can't understand how isn't this rated 5 stars Simple, elegant, easy to use, no crappy wallpapers (only very very high quality walls), no ads! (And it never asks you to rate 5 stars!!!) I can't find anything to hate about this app. Hands down the best wallpapers app ever! (And one of my top 5 android apps I ever used) &gt;&gt;&gt;&gt;&gt;&gt;Suggested fix: In the favoritesâù_ tab when I tap and hold on any wallpaper the app closes, it's not a big deal but this app deserves to be perfect :)",0,1
5729bf5b507c690b8e0bd350,Please add the always on option It will be awesome it you add the always on display feature like s7. And option to add more than 1 widget on the screen. Maybe a pro version for these features. Thanks,0,1
57893a51819cb7066ab3fdb4,"Poor performance versus using DDG in browser DuckDuckGo is great to use, but I cannot recommend using the app itself. Web searches are way too slow to process versus using the search engine in Firefox.",1,1
57893a42819cb7066ab3fd97,Butifull serch app and faster,1,1
5729c053507c690b8e0bd424,"Excelente Por favor pueden ponerle un pin o un lock pattern porque genera desconfianza tener el celular sin un cÃ_digo de bloqueo, de resto la aplicaciÃ_n es genial",0,1
57894c73819cb706b00a7aab,This app is completely terrible All it does is slows down my phone and I can't delete it ever since I got this app my phone has ran 10x slower and that will never change now,1,1
57291e29507c69054da8eed3,"Great app This is a great app. Nothing quite does what Muzei does, unfortunately I had to install and here's why. It was just too resource intensive. 124 MB used puts it up there with Google hangouts. There is simply no need for that. Once uninstalled on my Nexus 6, my phone immediately sped up again. There's no question in my mind what the culprit was.",1,1
5729197b507c69054da8ea0b,"Just perfect Honestly, better than desktop anki for reviews. Worked on my old galaxy mini like a charm, on this one it's flying :)",0,1
57894c4b819cb706b00a7a76,Add Security It is a very simple and classic app but if asecuroty option of patterns amd pins is provided then it would be a classic replacement for actual lockscreen. It is only missing one star because of this.,0,1
5729172e507c69054da8e7ba,"Very pretty, needs work Massive amounts of lag when entering conversations, conversations themselves take forever to load, unsent SMS/MMS despite delivery status saying otherwise.",1,1
57290f04507c69054da8dfa4,"Out of memory error It's quite useless as I always get the out of memory error eventually, which doesn't happen with other apps.",1,0
57291316507c69054da8e437,"Its great ever Using for last 2 years. Best app in the market, Lite in size, Fast.",1,1
5729148b507c69054da8e5a0,Amazing Game This is such an amazing game and the challenge makes it super fun!!!! I love this game!!!! _Ÿ˜„_Ÿ˜†_Ÿ‘ç_Ÿ‘ç,0,1
57894bf5819cb706b00a7a31,Amazing. Please try to enable ANALOG CLOCK and remove acdisplay services bar from notification panel. Please enable an option for analog clock also with Digital clock in the lock screen and Remove AcDisplay Services bar from notifiactions panel.,0,1
5729c0b9507c690b8e0bd45e,Update After the update its crashing,0,1
57290ef1507c69054da8df99,Let down by memory errors When the app works it's great. Lightweight and unobtrusive. However I get the memory error far too often. Therefore I need an alternative.,1,1
5729163b507c69054da8e6b4,Marshmallow Why hasn't this been updated ? Paid for app which hasn't been updated for time.,0,1
5729c3d7507c690b8e0bd85e,GOOD TO work privately,0,1
5729c085507c690b8e0bd43a,"Update: Music Player fixed! Used to work before update. Now the music player doesn't function. Other than that, perfect app! Update: Music player works! Super thrilled, now keep on improving! (Maybe allow me to fast forward in a song) thank you!!",1,0
57290dce507c69054da8de6f,"Awesome! It's easy to use, loads fast & works great! It lacks a library feature but that's fine....",1,1
5729bd96507c690b8e0bd195,Excellent. Simple yet powerful. Color coded view.,1,1
57291ab5507c69054da8eb4c,Best Expense Manager.,0,1
57290f27507c69054da8dfc5,Genial Recomendable para leer cÃ_mics. Ideal para tabletas. Sgs3,0,1
57291010507c69054da8e09d,"Great app. I would appreciate option for bold text for new unread messages, though :-)",0,1
5729bf3b507c690b8e0bd338,App continues to forget user settings New note 5. All permissions granted. Soft reset didn't fix. Won't act as lock screen either.,0,1
57291ed1507c69054da8efa7,Keep the good work,0,1
5729c11d507c690b8e0bd501,"Great App Fully customizable, yet powerful and easy to use",1,1
5729bf78507c690b8e0bd374,"Makes for a nice lock screen I know this application is all really about handling notifications and the lock screen is more of a side feature, but that's how I use it. The interface is very clean and simple but can also be customized with widgets. Corners can be assigned for phone or camera. It'd be nice to be able to launch any program. I love that you can interact with the normal android notification pull down while the screen is locked, to toggle the ringer or wifi. Memory usage is good, CPU is nil. Great job!",1,1
5729be76507c690b8e0bd25f,"Lag would you please , find a way to fix the screen lag? otherwise I love the app.",1,1
57291047507c69054da8e0da,Best app for XMPP While there are a few little things I don't like about the new interface I've been using this for the past 3 or so years it's reliable and works very well.,0,1
57291986507c69054da8ea19,Decks management is slow,1,1
57894c45819cb706b00a7a71,Do Not Download! You've Been Warned! This application has attached it's self to my phone and I'm unable to remove it! I've reached out to the developers for help on how to remove the admin rights and no one has responded. I have turned off all of it's functions but when you attempt to remove the admin for the application it freezes the crashes the setting! I am reaching out to Google for assistance since I belive this app is pure spam! Galaxy Note 5.,1,1
572918c9507c69054da8e983,Need to be developed Slow messaging app. I can't know if it's delivered or seen. This is so much bad!!!,1,1
5789481e819cb706b00a762f,"Update: App not functioning properly since Marshmallow update. Musei splash screen stutters at the Activate screen and does not apply the wallpaper setting. Previously: Love this app, but we seriously need multiselect for adding our own photos from the gallery.",0,1
57291650507c69054da8e6d6,Wonderful Very effective..,0,1
5729c108507c690b8e0bd4d3,"Better than es Now that es has gotten a little bloated and slow IMO, this app is great. Whether doing a simple file transfer, or browsing through your documents, this app is a must have.",1,1
57290deb507c69054da8de9a,"Ehhh An app that tries to let you read comics on mobil but suffers a lot of memory issues and crash errors. Sometimes it works, sometimes it doesn't. And when it doesn't it's usually in the middle of a comic. Frustrating",1,1
57291e9a507c69054da8ef45,Very few portait wallpapers Please upload some more,0,1
5789501f819cb706e9239772,"Very useful. Although, I think the language is difficult but I guess it's irrelevant. It's just really hard to write on tiny touch-screen (just to show reality) but at least it can be used to fix files anywhere. To me, it's fine as it is; I like it lightweight.",1,1
57291d42507c69054da8edfc,Used to be great Now pictures and titles won't load in widget and sometimes it lags also Sometimes show timing are not accurate,1,1
5729c10a507c690b8e0bd4d7,"Good Needs a toolbar for actions, move button and ability to make the app bar a bit narrower. Fast, responsive.",1,1
5729177b507c69054da8e808,Almost perfect,0,1
5729164b507c69054da8e6ce,No root rights request The application doesn't request for root rights on my Xperia Z1 with iHackers 6.2.1 ROM.,0,1
57894bc9819cb706b00a79f9,"Love the minimalistic design The only thing that doesn't work are the controls for the music player. I don't know if it's because I use poweramp or it's a setting in poweramp. Other than that, it's perfect",0,1
57894f98819cb706e92396c3,"Well Designed Love the app. I always wanted lightweight monitoring tool. It does pretty well job, but I can't able to see memory usage.",1,1
5729126b507c69054da8e3a5,Must have app Varying look for my Desktop,0,1
5729c2b9507c690b8e0bd6ae,"Update messed it up - Nexus 6P The app worked quite brilliantly, but since the new update the widget does not update itself. The battery percentage is stuck on the time the widget was installed. The weather doesn't update automatically .. Quite frustrating to keep removing the widget and reinstalling it every time I want to update anything",1,1
5729c20b507c690b8e0bd600,Good Can't complain,0,1
5729c10d507c690b8e0bd4e3,Update for Android Marshmallow App needs an update for android marshmallow. It is not showing SD Card and internal memory contents properly.,1,0
5729c0e4507c690b8e0bd4aa,"Best file manager ever. Built-in manager in sony sucks, but when I fpond this one, I was amazed :)",0,1
5729c085507c690b8e0bd439,"Good app When I first installed it was lag free but after about 3 months it tends to freeze, lag and become unresponsive great look and feel though",1,1
57291129507c69054da8e20f,Amazing Amazing app,0,1
5729bda8507c690b8e0bd1ab,"It's ok Nice colours for some files, but when I click an XML in my file manager this app doesn't come up as an option. XML files should be supported. Also, why is this called \"Turbo\"... it's so slow at coloring the text. It should cache the colors for an entire file if smaller than 10MB.",1,1
57291dc7507c69054da8ee6c,"Amazing It's always so hard for me to decide which wallpaper should I use, but now that I came across this app it made the process so much easier. You've done a marvellous job on making this the perfect app for people like me. However, I believe that it would be a great idea to add something like a gesture that would change the wallpaper automatically, if you wish to skip it without opening the app. It would be quite useful. All in all, you deserve all the stars in the world!",1,0
5729c0b0507c690b8e0bd44b,Fix please. So on other file manager if i open very large like conf file ex:apns config on /system/etc . then it not LAGS. Im using exynos note 3 btw. And in yours and some other it lags so much. Cant even scroll to bottom. Maybe allocate more ram? Or use all threads available? And remember hardware rendering :) great job btw. Best file manager,1,1
57291c4f507c69054da8ecf0,"Works again Seems to be working fine again, but desperately needs Apple Music support.",0,1
57291341507c69054da8e456,"Needs better difficulty balancing This could potentially be a great game, maybe even worth 5 stars. However, what's currently keeping it away from that is the fact that the difficulty of this game isn't greatly ballanced at all. I know this is supposed to be a difficult game but it's still ridiculous how steep the difficulty curve is. This often causes deaths that I don't even feel are my fault which is not a good sign. However, as mentioned, if this curve would be improved I'd be very happy with this game.",0,1
5729bf01507c690b8e0bd302,Save your power button No need to press power button or volume keys to wake device. Must have app. With frequent updates,1,0
57291775507c69054da8e7fb,Excellent Keeps getting better,0,1
57291702507c69054da8e799,Can't search issues? Disappointing...,0,1
572917d1507c69054da8e879,Happy Works as described. Fast response. Configurable.,1,1
5729bf22507c690b8e0bd322,"What Moto Display could have been One of the features I really looked forward to using when I bought my Moto X is Moto Display, which is essentially this, but with lots of annoying problems. When you tweak the settings right, acdisplay is a beautiful and useful lock screen. The primary annoyance is that you still have to go through the built-in lock screen which means multiple layers to unlock the phone. But there's probably nothing to be done about that.",0,1
57291b36507c69054da8ebbf,"The \"\"\"\"\"\"\"\"Restore\"\"\"\"\"\"\"\" feature disappeared! Why?",0,1
57290f85507c69054da8dff8,Unable to load Has a lot of problems loading comics do to a memory issue.,1,0
5789404a819cb7066ab4040f,Cool Awesome thanks for good battery indicator with big icon on top which is easy to see,1,0
57290e3b507c69054da8df01,Good idea lots of errors Keeps giving me memory issues on the nexus 7 not terribly impressed. Images constantly rescaled despite setting it not to.,1,0
5729c3e5507c690b8e0bd87e,Plz add nano! Would be awesome,0,1
5729c3e8507c690b8e0bd883,Love it Best app for Android,0,1
5729c378507c690b8e0bd783,Good good Please you give us cammand to work plz plz!!!!!!!!!,0,1
572916b1507c69054da8e735,The best I don't use anything else,0,1
572914c2507c69054da8e5c9,It's gr8 Eh m8 its gr8 I r8 8/8 no b8 but end with f8 made me lose w8,0,1
5729c378507c690b8e0bd781,The app we need This's the app we need. Good job man,0,1
5729191d507c69054da8e9ca,"Long time switching between phones + lag Takes a long time(a week or 2) to sync the account if you install it on a new phone. It's blocking messages, has lag.",1,1
57894e1c819cb706b00a7bbd,"The go to File Manager I generally don't rate an app with five stars, but this one is simple, intuitive, beautiful, customizable, free and most importantly ad free.",0,1
5729c474507c690b8e0bd948,it's greatï_Å,0,1
57290ef6507c69054da8df9c,Frequently crashes (OOM) Frequently crashes with an out of memory message.,1,1
57291475507c69054da8e588,A great title that honors the classic rogue. Very enjoyable and each play through is different as you would expect from a rogue like game. The quaint pixel art and strange music makes it all the more immersive. Can be put down and picked up at any time.,0,1
57291bc0507c69054da8ec46,Great collection These are not original puzzles and do not have a well polished presentation. But any puzzle fan will love this package! I've seen many of these puzzles being sold in Google store before without a single mention on its source of inspiration.,0,1
57291813507c69054da8e8cd,"Fast and reliable Originally tried because of its high rating by the EFF. Stayed because it is very fast, reliable and it has desktop support through Chrome browser. Only downside is you can only have on two computers at once, which is a silly limit.",1,1
57893a2b819cb7066ab3fd68,Great Quick Access Then !-terms are a very fast way to query for relevant stuff.,1,1
5789497a819cb706b00a7781,Good but crashes a lot.... Always says stopped working,0,1
5729197b507c69054da8ea09,"Fantastic app I've been using this app for more than 2 years, it worked greatly and helped a lot with my vocabulary.",0,1
57291bfc507c69054da8ec8a,Lightweight and easy to use. I found all my favorite podcasts here.,1,1
57290fbf507c69054da8e048,"OK app Ducks is most mendacious of character s, please make a nother name,down load was fastest yet, all the strars for this one!!!!!",0,1
5729c2cd507c690b8e0bd6b6,NO MORE KINGROOT BEACUSE OF THIS! THANK YOU SO MUCH NOW I CAN UNINSTAL A BUILT IN APP KINGROOT MADE! _Ÿ˜ˆ_Ÿ˜ˆ_Ÿ˜ˆ BUT WITH THIS APP I CAN DELETE IT! _Ÿ˜„_Ÿ˜„_Ÿ˜„ TNX SOOOOO MUCH!!,0,1
57291cd5507c69054da8eda3,"Problem with scrobbling Even if it said it supports deezer , it only shows it is scrobbling but never scrobbles it ... I'd love to continue using both apps but last fm is frustrating me right now...",0,1
5729c11d507c690b8e0bd4ff,Most beautiful and lightweight file browser ever,1,1
5729c1f2507c690b8e0bd5d9,It's working fine...but its slow...,1,1
572910fc507c69054da8e1d4,My favorite app ever thank you so much for such an excellent job; absolutely essential for earthbound fans,0,1
57291a51507c69054da8eafb,"I â™¥ this app! Please some income report! Please give new feature, Please give search box!! Please new report on the income not just expense.. Thank's. Anyway, it's wonderfull app!! â™¥ this backup!",0,1
572911ed507c69054da8e310,"Best best reconfirm!!!! Its best best. Low memory, i have different wallpaper for each home screen. I have5 screens. All change as per interval. Excluding lock screen. Only 536 kb. Wow great job!!************!!!!!!!",1,0
5729c426507c690b8e0bd8dd,Pretty good It's very stable and fits perfect with busybox (no root) and droidplot.,0,1
5789501f819cb706e9239774,Powerful tool Works great,1,1
578937bc819cb7066ab3fb59,"Works fine on Galaxy S7 Need to install Samsung 'Internet' browser first, then add this and configure blocking in the browser",0,1
5729be2a507c690b8e0bd227,Looks good,0,1
57894a93819cb706b00a78ec,"Freezing issues On my phone (Galaxy S3 neo) it is unusable due to frequent short freezes. Also, the keyboard's spell check feature cannot be enabled whereas the (for me useless) syntax highlighting cannot be turned off.",1,1
57291ba9507c69054da8ec25,Nothing can better than this,0,1
5729c0fe507c690b8e0bd4c7,The number 1 file manager for me,0,1
572919e2507c69054da8ea80,Great app for studying a language!,0,1
5729c253507c690b8e0bd61f,For Raspberry PI I use it to connect to my Raspberry PI and it works flawlessly,0,1
57291c80507c69054da8ed46,Signing up is a pain I tried 5 or 6 times to sign up. Atlas we all know that security isn't lax around here,0,1
57291939507c69054da8e9da,Too slow,1,1
57291742507c69054da8e7d0,All is good except... Sometimes the animations lag.,1,1
5729115f507c69054da8e250,Great! PSI Rockin!,0,1
5729c0b6507c690b8e0bd456,Great alternative to es explorer bloat adware. Thx!,0,1
57290dad507c69054da8de46,Out of memory Keeps showing that message and doesn't load past the first page. Downloaded it on my way out relying on it to entertain me on my 4 hour flight up ahead. Ended up staring at the back if someones seat with no comics to read,1,0
57290fef507c69054da8e077,Gtalk problem Cant connect to my gtalk account,0,1
5729c3e4507c690b8e0bd874,Awesome Linux power,1,1
5729c446507c690b8e0bd910,Incredible powerful tool I love this command line very much and I use it to do what I want on my rooted phone.Unfortunately it bugs very often after the last update.It's really annoying.,1,1
5729111f507c69054da8e206,This wallpaper stinks! :) There's no complaints to be made. This wallpaper runs smoothly and never ever crashes or slows down my phone. It also doesn't eat up battery life.,1,1
57291c1a507c69054da8ecba,Well organized and easy to use. Will occasionally have freezing issues - 1 star,1,1
57291606507c69054da8e681,"Display is not updated on home screen Recently I have noticed that the home screen widget is not updating with the proper battery % after it has been charged. I would have 50% batt, but it would say 15% on the widget. I need to open the app itself and then close it; in order for the widget to be updated",1,0
5729c26b507c690b8e0bd639,Drains the battery in the background even though it's set to only go on in Daydream mode while charging.,1,0
5729bd96507c690b8e0bd198,"Perfect Thought the only thing missing that makes this perfect is search and replace, then I found it. hehe",0,1
572918b3507c69054da8e96d,Simple yet powerful,1,1
572919f3507c69054da8ea93,Good program I'm using it to learn and it's great,0,1
57290ea1507c69054da8df60,"Memory bugs This is an awesome, user friendly app... When it works. Memory bugs cripple certain files I've used on other apps and devices successfully. Fix it and I'll give more stars.",1,0
5729bd86507c690b8e0bd17f,"Turbo?!?! This is horribly slow: drag, wait,wait,wait.... my 12mhz 286 did better than this.",1,1
57290ea8507c69054da8df6a,Crap. Never opens any CBR file without a pop up that goes 'lack of memory' or anything else at least once.,1,0
5729149f507c69054da8e5af,"Super!!! Persalmente el mejor juego, ademas corre en cuaquier mÃ_vil!!!",0,1
57290e41507c69054da8df07,"Awesome comic reader Only issue is out of memory problems on the odd page... Annoying but not fatal. Other than that, small fast and effective. Thank you. FTR: I am running ur app on my stock Nexus 7.",1,1
5729c1f6507c690b8e0bd5df,Very good This tool is very good. I use it to connect to my headles raspberry pi,0,1
572912f4507c69054da8e41f,TEDYBR DIDNT DO WHAT I WANTED BUT I LIKE THAT U CAN CHOOSE MORE THAN ONE FOLDER AND CHANGE BACKGROUND COLORS. WOULD HAVE GAVE FIVE BUT DOES NOT LET ME DO THE DIFFERENT PIC DIFFERENT SCREEN Option .......REVIEW UPDATE App is working great now LOVE IT THAT'S...!,0,1
57290f8d507c69054da8e000,"Simple but Usefull I like apps like this, simple and usefull.",0,1
57291618507c69054da8e68f,Excellent app This app is great and gives optimal visual representation of the battery life and status. Definitely worth it.,1,0
57291858507c69054da8e90e,Nice app Very good,0,1
57894bcd819cb706b00a7a02,Classy - but not secure Battery friendly and simple. This is ideal if you're looking to keep your phone looking light and modern. Kudos to the devs. Edit : Hope the devs will address this problem. As of late the Lock screen doesn't turn off if I get a notification. I've set it to turn off five seconds after I get a notification but it doesn't. It will show the display and time without switching off which can be quite annoying when youre in bed and get a notification that makes the display light up all night.,1,0
5729bf9e507c690b8e0bd395,Has bugs On receiving USSD screen flickers and constantly drains battery. Lost 20% battery in an hour,1,0
572918c4507c69054da8e97d,Great app Fast efficient.have not had an issue so far,1,1
57290dfc507c69054da8deaf,Okay at best Crashes after 3-4 pages,0,1
57290ff4507c69054da8e07f,Worked perfectly fine Was looking for this app from a long time....i mean a good Xmpp app.,0,1
57290f62507c69054da8dfe9,"Fast, light, and does what needs to be done! Great app. It's really fast, takes up only 673k of space and remembers which page you were at when you close the app. I appreciate the ability to customize controls...you can tailor it to your reading style.I This is the first and only app review I plan on doing...nothing quite like ACV. A must for comic readers.",1,1
57894b41819cb706b00a7975,Great app but needs inprovement I would give this app 5 stars if it did not freeze up which is quite frequent and if there were a way to block bullies and trolls. They are more prevalent than ever on twitter. This a a much needed feature. Other than these issues it's the best twitter app by far.,1,1
57290f83507c69054da8dff5,"oops! used to love this app, now every comic i read comes up with oops! and something about being ou of memory. happens on both my phone and my tablet, both running different roms.",1,0
572919b2507c69054da8ea3c,"The best Anki is the main reason for my studies improvements. Excellent app, marvellous.",0,1
57894816819cb706b00a7620,"Lags down my system In idea this is a awesome app, but i've tried it on several phones and always the second result, it someone causes noticeable lag",1,1
5729be49507c690b8e0bd23b,Interactions won't update Mentions and notifications not working. Fix now please!,0,1
5729161c507c69054da8e699,"Still learning many benefits Seems robust, stable, versitile. I am new to battery apps, will revise if my understanding of worth changes",1,1
57893e36819cb7066ab40246,"Great time killer! âù_âù__Ÿ’™_Ÿ’™ This game is so fun, yet rage worthy. It's so easy to kill time with. Waiting for someone to meet up with you? Play this game! I give it 800 stars out of 10",0,1
5729c000507c690b8e0bd3e8,"Eats a lot of Battery Great, but in my LCD Display it drains my battery too fast.",1,0
5729190c507c69054da8e9b8,"Tidy Simple, straight forward to use, nice dark theme.",0,1
578937c6819cb7066ab3fb6a,Awesome! I like the built in browser particularly for it's fingerprint support. Ghostery has good blocking but is a little flaky. Looks like this is the best of both worlds.,0,1
5729c15b507c690b8e0bd536,Icon Please change icon..look good and small,0,1
5729c243507c690b8e0bd60d,"Ãˆ stato amore a prima vista. Non solo Ã¨ software libero (licenza Apache 2), ma Ã¨ stato semplicissimo connettermi al mio irssi dentro uno screen: * la gestione della mia chiave Ã¨ intuitiva, posso inserire la passphrase una volta e per un po' la ricorda (alla ssh-add), ma non se sono molte ore che non la uso; * il beep ha funzionato subito nel modo che volevo io, configurazione facilissima; * la micro-tastiera virtuale Ã¨ facile da far comparire e ha tutto quello che mi serve, in particolare \"esc\" per dare comandi a irssi; nell'ultimo aggiornamento anche tab e le frecce. Peccato che ci sia solo ssh e non mosh: mantenere la connessione in treno o autostrada Ã¨ un'impresa. Per il resto, l'unica cosa che Ã¨ piÃº semplice in JuiceSSH Ã¨ che trova la chiave anche se la si mette in un posto a caso invece che nel root della memoria.",0,1
57894641819cb706b00a73e9,Can't get it to scrobble anything And I've tried. It just sucks.,0,1
57893a3c819cb7066ab3fd8a,Cool app!! Just great !!!,0,1
5729c40f507c690b8e0bd8b6,Awesom job buddy I love this,0,1
578937be819cb7066ab3fb5a,Yes! It's beautiful. Working like a charm. Thanks!,0,1
57290dad507c69054da8de45,"Faster then other comic readers. This was he first comic reader I used on android. Still the fastest reader, the others just dont offer the same performance as this one.",1,1
5729bf10507c690b8e0bd310,Great looking lock screen BUT But fix the home button unlocking...,0,1
57291ed8507c69054da8efaf,"Almost There! Great filters and custom resolution tools provided. What you can improve is make the interface more lively,add tabs like daily walls. Obviously there is always scope to improve your library of higher resolution wallpapers (4k)",0,1
57291912507c69054da8e9be,Thanks for the peace of mind Thanks for the peace of mind and restoring the ability to have a conversation,0,1
57291a30507c69054da8eacb,Best app to track Expense,0,1
5729146c507c69054da8e586,Can u save at all Im wondering if u can save,0,1
57291f86507c69054da8f01b,WOW Have tried a lot of wallpaper app. This is the best,0,1
5729c32d507c690b8e0bd71b,"Good I like it, can you add cpu temperature to it too? Could have it on the persistent notification like the battery one? Would be really useful for me :) 5* if it's done :D",1,1
5729126f507c69054da8e3a9,Wow Excellent #,0,1
57290e46507c69054da8df09,"Great app But I'm getting an out of memory error, how do I fix this?",1,0
572917ab507c69054da8e851,Fast SMS text message fetching I was facing problems with SMS appearing late on my phone with my default messaging app and even with other messaging apps like Google's messenger. This app solved the issue of fetching them. No bank OTP timeout issue now,1,1
57291026507c69054da8e0b3,"File transfer Good work, waiting for file transfer as soon as possible!",0,1
5729bf78507c690b8e0bd375,"I have installed in my Lenono Vibe P1m, but its not working. The app is not getting any administrator rights.",0,1
5729c3c1507c690b8e0bd840,Simply the best!,0,1
57291777507c69054da8e800,"Great SMS/MMS app Fast, speedy, frequent updates, relatively bug free. For SMS I greatly recommend this app over built-in Android messaging, Google Hangouts or Messenger, and even WhatsApp. The privacy features are a nice touch too",1,1
